dataset,seed,model,threshold,RecallH,PrecH,F1H,MacroF1,Kappa,Brier,ECE,PRAUC_High,FP_High,FN_High
CICIDS2017,7,LightGBM,0.5,1.0,0.9942307692307693,0.9971070395371263,0.9948952450321155,0.9945729016409831,0.0009553912481480537,0.001245066715623345,0.9999592323974874,9,0
CICIDS2017,7,XGBoost,0.5,0.9974210186976145,0.9967783505154639,0.9970995810505962,0.9956309283713991,0.9951385760803549,0.0007656983652930405,0.0007885504567618915,0.9999665040108409,5,4
CICIDS2017,7,RandomForest,0.5,0.9929078014184397,0.9980557355800389,0.995475113122172,0.993527011813136,0.9925446623115547,0.0012103369343152573,0.0020511695662047305,0.9999153126115476,3,11
CICIDS2017,7,BalancedRF,0.5,0.9941972920696325,0.9878283151825753,0.9910025706940874,0.9929120595896913,0.9894359466469623,0.002848919791666667,0.010941805555555559,0.9996992889650632,19,9
CICIDS2017,7,MLP,0.5,0.9722759509993553,0.9856209150326798,0.9789029535864979,0.9850138765367094,0.9764467691717315,0.0034918759933335844,0.002286609092573672,0.9979121324610659,22,43
CICIDS2017,7,LogReg,0.5,0.9729206963249516,0.7282818532818532,0.8330113165884626,0.8489940293014978,0.7810341004944406,0.034377562298479415,0.05090747545323606,0.9706028934102469,563,42
CICIDS2017,7,NaiveBayes,0.5,0.0,0.0,0.0,0.3026000424744395,0.0,0.06676636512269957,0.0264520063025586,0.6378416136526059,0,1551
CICIDS2017,13,KATS,0.8500000000000002,0.9400386847195358,0.26275004505316274,0.41070422535211265,0.5437234136274635,0.28105453178379847,0.14296344370897515,0.2530715563881962,0.8837875928028205,4091,93
CICIDS2017,13,LightGBM,0.5,0.9974210186976145,0.993577392421323,0.9954954954954955,0.9960967554542397,0.9945659471647043,0.0009118611065170879,0.000842221964761495,0.9997249299472089,10,4
CICIDS2017,13,XGBoost,0.5,0.9961315280464217,0.9954896907216495,0.9958105059619723,0.9962185470025725,0.994846777395265,0.000922246823817788,0.0004998711140910334,0.9997504622262133,7,6
CICIDS2017,13,RandomForest,0.5,0.9877498388136686,0.9960988296488946,0.9919067659436711,0.9939775616355672,0.9908086913110705,0.001480864589868177,0.0017700364883870398,0.999570114295962,6,19
CICIDS2017,13,BalancedRF,0.5,0.9890393294648614,0.9852280025690431,0.9871299871299871,0.9925092926773235,0.9868468498908419,0.0028069065972222223,0.00966708333333331,0.9990467239720554,23,17
CICIDS2017,13,MLP,0.5,0.941972920696325,0.9878296146044625,0.9643564356435643,0.9800997643714141,0.9639466261783401,0.0058007245819787666,0.004738642733708384,0.9915708010327514,18,90
CICIDS2017,13,LogReg,0.5,0.9632495164410058,0.7203471552555448,0.8242758620689655,0.8493234339016569,0.7784345824719722,0.03327387229815389,0.04830003549325304,0.9658733693817935,580,57
CICIDS2017,13,NaiveBayes,0.5,0.0,0.0,0.0,0.3026000424744395,0.0,0.06644645166009526,0.02803905997864353,0.632559549540991,0,1551
CICIDS2017,99,KATS,0.8500000000000002,0.9297227595099935,0.2685288640595903,0.4167027886143621,0.5389277033354583,0.28410281687672245,0.14235576470689762,0.2409057281939119,0.8818701849011028,3928,109
