dataset,seed,model,true_class,predicted_class,count
ITIncident,99,LightGBM,Medium,Medium,2922
ITIncident,99,XGBoost,High,High,12
ITIncident,99,XGBoost,High,Low,0
ITIncident,99,XGBoost,High,Medium,124
ITIncident,99,XGBoost,Low,High,0
ITIncident,99,XGBoost,Low,Low,14
ITIncident,99,XGBoost,Low,Medium,141
ITIncident,99,XGBoost,Medium,High,13
ITIncident,99,XGBoost,Medium,Low,3
ITIncident,99,XGBoost,Medium,Medium,4677
ITIncident,99,RandomForest,High,High,19
ITIncident,99,RandomForest,High,Low,1
ITIncident,99,RandomForest,High,Medium,116
ITIncident,99,RandomForest,Low,High,0
ITIncident,99,RandomForest,Low,Low,35
ITIncident,99,RandomForest,Low,Medium,120
ITIncident,99,RandomForest,Medium,High,50
ITIncident,99,RandomForest,Medium,Low,322
ITIncident,99,RandomForest,Medium,Medium,4321
ITIncident,99,BalancedRF,High,High,91
ITIncident,99,BalancedRF,High,Low,19
ITIncident,99,BalancedRF,High,Medium,26
ITIncident,99,BalancedRF,Low,High,18
ITIncident,99,BalancedRF,Low,Low,71
ITIncident,99,BalancedRF,Low,Medium,66
ITIncident,99,BalancedRF,Medium,High,732
ITIncident,99,BalancedRF,Medium,Low,878
ITIncident,99,BalancedRF,Medium,Medium,3083
ITIncident,99,MLP,High,High,0
ITIncident,99,MLP,High,Low,0
ITIncident,99,MLP,High,Medium,136
ITIncident,99,MLP,Low,High,0
ITIncident,99,MLP,Low,Low,2
ITIncident,99,MLP,Low,Medium,153
ITIncident,99,MLP,Medium,High,0
ITIncident,99,MLP,Medium,Low,0
ITIncident,99,MLP,Medium,Medium,4693
ITIncident,99,LogReg,High,High,67
ITIncident,99,LogReg,High,Low,37
ITIncident,99,LogReg,High,Medium,32
ITIncident,99,LogReg,Low,High,32
ITIncident,99,LogReg,Low,Low,85
ITIncident,99,LogReg,Low,Medium,38
ITIncident,99,LogReg,Medium,High,1345
ITIncident,99,LogReg,Medium,Low,1434
ITIncident,99,LogReg,Medium,Medium,1914
ITIncident,99,NaiveBayes,High,High,0
ITIncident,99,NaiveBayes,High,Low,0
ITIncident,99,NaiveBayes,High,Medium,136
ITIncident,99,NaiveBayes,Low,High,0
ITIncident,99,NaiveBayes,Low,Low,0
ITIncident,99,NaiveBayes,Low,Medium,155
ITIncident,99,NaiveBayes,Medium,High,0
ITIncident,99,NaiveBayes,Medium,Low,0
ITIncident,99,NaiveBayes,Medium,Medium,4693
ITIncident,2026,KATS,High,High,130
ITIncident,2026,KATS,High,Low,4
ITIncident,2026,KATS,High,Medium,2
ITIncident,2026,KATS,Low,High,76
ITIncident,2026,KATS,Low,Low,61
ITIncident,2026,KATS,Low,Medium,18
ITIncident,2026,KATS,Medium,High,2941
ITIncident,2026,KATS,Medium,Low,582
ITIncident,2026,KATS,Medium,Medium,1170
ITIncident,2026,LightGBM,High,High,93
ITIncident,2026,LightGBM,High,Low,15
ITIncident,2026,LightGBM,High,Medium,28
ITIncident,2026,LightGBM,Low,High,26
ITIncident,2026,LightGBM,Low,Low,75
ITIncident,2026,LightGBM,Low,Medium,54
ITIncident,2026,LightGBM,Medium,High,1025
ITIncident,2026,LightGBM,Medium,Low,736
ITIncident,2026,LightGBM,Medium,Medium,2932
ITIncident,2026,XGBoost,High,High,13
ITIncident,2026,XGBoost,High,Low,0
ITIncident,2026,XGBoost,High,Medium,123
ITIncident,2026,XGBoost,Low,High,0
ITIncident,2026,XGBoost,Low,Low,16
ITIncident,2026,XGBoost,Low,Medium,139
ITIncident,2026,XGBoost,Medium,High,5
ITIncident,2026,XGBoost,Medium,Low,2
ITIncident,2026,XGBoost,Medium,Medium,4686
ITIncident,2026,RandomForest,High,High,20
ITIncident,2026,RandomForest,High,Low,2
ITIncident,2026,RandomForest,High,Medium,114
ITIncident,2026,RandomForest,Low,High,0
ITIncident,2026,RandomForest,Low,Low,43
ITIncident,2026,RandomForest,Low,Medium,112
ITIncident,2026,RandomForest,Medium,High,28
ITIncident,2026,RandomForest,Medium,Low,378
ITIncident,2026,RandomForest,Medium,Medium,4287
ITIncident,2026,BalancedRF,High,High,86
ITIncident,2026,BalancedRF,High,Low,19
ITIncident,2026,BalancedRF,High,Medium,31
ITIncident,2026,BalancedRF,Low,High,20
ITIncident,2026,BalancedRF,Low,Low,81
ITIncident,2026,BalancedRF,Low,Medium,54
ITIncident,2026,BalancedRF,Medium,High,695
ITIncident,2026,BalancedRF,Medium,Low,904
ITIncident,2026,BalancedRF,Medium,Medium,3094
ITIncident,2026,MLP,High,High,0
ITIncident,2026,MLP,High,Low,0
ITIncident,2026,MLP,High,Medium,136
ITIncident,2026,MLP,Low,High,0
ITIncident,2026,MLP,Low,Low,0
ITIncident,2026,MLP,Low,Medium,155
ITIncident,2026,MLP,Medium,High,0
ITIncident,2026,MLP,Medium,Low,0
ITIncident,2026,MLP,Medium,Medium,4693
ITIncident,2026,LogReg,High,High,71
ITIncident,2026,LogReg,High,Low,42
ITIncident,2026,LogReg,High,Medium,23
ITIncident,2026,LogReg,Low,High,23
ITIncident,2026,LogReg,Low,Low,94
ITIncident,2026,LogReg,Low,Medium,38
ITIncident,2026,LogReg,Medium,High,1345
ITIncident,2026,LogReg,Medium,Low,1804
ITIncident,2026,LogReg,Medium,Medium,1544
ITIncident,2026,NaiveBayes,High,High,0
ITIncident,2026,NaiveBayes,High,Low,0
ITIncident,2026,NaiveBayes,High,Medium,136
ITIncident,2026,NaiveBayes,Low,High,0
ITIncident,2026,NaiveBayes,Low,Low,0
ITIncident,2026,NaiveBayes,Low,Medium,155
ITIncident,2026,NaiveBayes,Medium,High,0
ITIncident,2026,NaiveBayes,Medium,Low,0
ITIncident,2026,NaiveBayes,Medium,Medium,4693
MultiCloud,42,KATS,High,High,22
MultiCloud,42,KATS,High,Low,19
MultiCloud,42,KATS,High,Medium,26
MultiCloud,42,KATS,Low,High,25
MultiCloud,42,KATS,Low,Low,21
MultiCloud,42,KATS,Low,Medium,21
MultiCloud,42,KATS,Medium,High,23
MultiCloud,42,KATS,Medium,Low,15
MultiCloud,42,KATS,Medium,Medium,28
MultiCloud,42,LightGBM,High,High,21
MultiCloud,42,LightGBM,High,Low,18
MultiCloud,42,LightGBM,High,Medium,28
MultiCloud,42,LightGBM,Low,High,28
MultiCloud,42,LightGBM,Low,Low,20
MultiCloud,42,LightGBM,Low,Medium,19
MultiCloud,42,LightGBM,Medium,High,26
MultiCloud,42,LightGBM,Medium,Low,26
MultiCloud,42,LightGBM,Medium,Medium,14
MultiCloud,42,XGBoost,High,High,21
MultiCloud,42,XGBoost,High,Low,20
MultiCloud,42,XGBoost,High,Medium,26
MultiCloud,42,XGBoost,Low,High,31
MultiCloud,42,XGBoost,Low,Low,19
MultiCloud,42,XGBoost,Low,Medium,17
MultiCloud,42,XGBoost,Medium,High,25
MultiCloud,42,XGBoost,Medium,Low,25
MultiCloud,42,XGBoost,Medium,Medium,16
MultiCloud,42,RandomForest,High,High,19
MultiCloud,42,RandomForest,High,Low,19
MultiCloud,42,RandomForest,High,Medium,29
MultiCloud,42,RandomForest,Low,High,30
MultiCloud,42,RandomForest,Low,Low,15
MultiCloud,42,RandomForest,Low,Medium,22
MultiCloud,42,RandomForest,Medium,High,23
MultiCloud,42,RandomForest,Medium,Low,21
MultiCloud,42,RandomForest,Medium,Medium,22
MultiCloud,42,BalancedRF,High,High,23
MultiCloud,42,BalancedRF,High,Low,20
MultiCloud,42,BalancedRF,High,Medium,24
MultiCloud,42,BalancedRF,Low,High,28
MultiCloud,42,BalancedRF,Low,Low,17
MultiCloud,42,BalancedRF,Low,Medium,22
MultiCloud,42,BalancedRF,Medium,High,24
MultiCloud,42,BalancedRF,Medium,Low,21
MultiCloud,42,BalancedRF,Medium,Medium,21
MultiCloud,42,MLP,High,High,24
MultiCloud,42,MLP,High,Low,18
MultiCloud,42,MLP,High,Medium,25
MultiCloud,42,MLP,Low,High,32
MultiCloud,42,MLP,Low,Low,16
MultiCloud,42,MLP,Low,Medium,19
MultiCloud,42,MLP,Medium,High,33
MultiCloud,42,MLP,Medium,Low,17
MultiCloud,42,MLP,Medium,Medium,16
MultiCloud,42,LogReg,High,High,26
MultiCloud,42,LogReg,High,Low,21
MultiCloud,42,LogReg,High,Medium,20
MultiCloud,42,LogReg,Low,High,26
MultiCloud,42,LogReg,Low,Low,22
MultiCloud,42,LogReg,Low,Medium,19
MultiCloud,42,LogReg,Medium,High,29
MultiCloud,42,LogReg,Medium,Low,19
MultiCloud,42,LogReg,Medium,Medium,18
MultiCloud,42,NaiveBayes,High,High,36
MultiCloud,42,NaiveBayes,High,Low,14
MultiCloud,42,NaiveBayes,High,Medium,17
MultiCloud,42,NaiveBayes,Low,High,36
MultiCloud,42,NaiveBayes,Low,Low,13
MultiCloud,42,NaiveBayes,Low,Medium,18
MultiCloud,42,NaiveBayes,Medium,High,35
MultiCloud,42,NaiveBayes,Medium,Low,13
MultiCloud,42,NaiveBayes,Medium,Medium,18
MultiCloud,7,KATS,High,High,22
MultiCloud,7,KATS,High,Low,18
MultiCloud,7,KATS,High,Medium,26
MultiCloud,7,KATS,Low,High,18
MultiCloud,7,KATS,Low,Low,25
MultiCloud,7,KATS,Low,Medium,24
MultiCloud,7,KATS,Medium,High,21
MultiCloud,7,KATS,Medium,Low,20
MultiCloud,7,KATS,Medium,Medium,26
MultiCloud,7,LightGBM,High,High,19
MultiCloud,7,LightGBM,High,Low,23
MultiCloud,7,LightGBM,High,Medium,24
MultiCloud,7,LightGBM,Low,High,30
MultiCloud,7,LightGBM,Low,Low,20
MultiCloud,7,LightGBM,Low,Medium,17
MultiCloud,7,LightGBM,Medium,High,25
MultiCloud,7,LightGBM,Medium,Low,19
MultiCloud,7,LightGBM,Medium,Medium,23
MultiCloud,7,XGBoost,High,High,22
MultiCloud,7,XGBoost,High,Low,20
MultiCloud,7,XGBoost,High,Medium,24
MultiCloud,7,XGBoost,Low,High,26
MultiCloud,7,XGBoost,Low,Low,24
MultiCloud,7,XGBoost,Low,Medium,17
MultiCloud,7,XGBoost,Medium,High,24
MultiCloud,7,XGBoost,Medium,Low,20
MultiCloud,7,XGBoost,Medium,Medium,23
MultiCloud,7,RandomForest,High,High,23
MultiCloud,7,RandomForest,High,Low,21
MultiCloud,7,RandomForest,High,Medium,22
MultiCloud,7,RandomForest,Low,High,24
MultiCloud,7,RandomForest,Low,Low,23
MultiCloud,7,RandomForest,Low,Medium,20
MultiCloud,7,RandomForest,Medium,High,19
MultiCloud,7,RandomForest,Medium,Low,23
MultiCloud,7,RandomForest,Medium,Medium,25
MultiCloud,7,BalancedRF,High,High,21
MultiCloud,7,BalancedRF,High,Low,18
MultiCloud,7,BalancedRF,High,Medium,27
MultiCloud,7,BalancedRF,Low,High,23
MultiCloud,7,BalancedRF,Low,Low,24
MultiCloud,7,BalancedRF,Low,Medium,20
MultiCloud,7,BalancedRF,Medium,High,20
MultiCloud,7,BalancedRF,Medium,Low,24
MultiCloud,7,BalancedRF,Medium,Medium,23
MultiCloud,7,MLP,High,High,20
MultiCloud,7,MLP,High,Low,25
MultiCloud,7,MLP,High,Medium,21
MultiCloud,7,MLP,Low,High,17
MultiCloud,7,MLP,Low,Low,36
MultiCloud,7,MLP,Low,Medium,14
MultiCloud,7,MLP,Medium,High,22
MultiCloud,7,MLP,Medium,Low,23
MultiCloud,7,MLP,Medium,Medium,22
MultiCloud,7,LogReg,High,High,30
MultiCloud,7,LogReg,High,Low,18
MultiCloud,7,LogReg,High,Medium,18
MultiCloud,7,LogReg,Low,High,20
MultiCloud,7,LogReg,Low,Low,30
MultiCloud,7,LogReg,Low,Medium,17
MultiCloud,7,LogReg,Medium,High,28
MultiCloud,7,LogReg,Medium,Low,22
MultiCloud,7,LogReg,Medium,Medium,17
MultiCloud,7,NaiveBayes,High,High,29
MultiCloud,7,NaiveBayes,High,Low,13
MultiCloud,7,NaiveBayes,High,Medium,24
MultiCloud,7,NaiveBayes,Low,High,22
MultiCloud,7,NaiveBayes,Low,Low,23
MultiCloud,7,NaiveBayes,Low,Medium,22
MultiCloud,7,NaiveBayes,Medium,High,25
MultiCloud,7,NaiveBayes,Medium,Low,16
MultiCloud,7,NaiveBayes,Medium,Medium,26
MultiCloud,13,KATS,High,High,33
MultiCloud,13,KATS,High,Low,21
MultiCloud,13,KATS,High,Medium,13
MultiCloud,13,KATS,Low,High,30
MultiCloud,13,KATS,Low,Low,26
MultiCloud,13,KATS,Low,Medium,11
MultiCloud,13,KATS,Medium,High,34
MultiCloud,13,KATS,Medium,Low,21
MultiCloud,13,KATS,Medium,Medium,11
MultiCloud,13,LightGBM,High,High,22
MultiCloud,13,LightGBM,High,Low,21
MultiCloud,13,LightGBM,High,Medium,24
MultiCloud,13,LightGBM,Low,High,22
MultiCloud,13,LightGBM,Low,Low,21
MultiCloud,13,LightGBM,Low,Medium,24
MultiCloud,13,LightGBM,Medium,High,26
MultiCloud,13,LightGBM,Medium,Low,22
MultiCloud,13,LightGBM,Medium,Medium,18
MultiCloud,13,XGBoost,High,High,20
MultiCloud,13,XGBoost,High,Low,27
MultiCloud,13,XGBoost,High,Medium,20
MultiCloud,13,XGBoost,Low,High,22
MultiCloud,13,XGBoost,Low,Low,22
MultiCloud,13,XGBoost,Low,Medium,23
MultiCloud,13,XGBoost,Medium,High,22
MultiCloud,13,XGBoost,Medium,Low,28
MultiCloud,13,XGBoost,Medium,Medium,16
MultiCloud,13,RandomForest,High,High,23
MultiCloud,13,RandomForest,High,Low,17
MultiCloud,13,RandomForest,High,Medium,27
MultiCloud,13,RandomForest,Low,High,18
MultiCloud,13,RandomForest,Low,Low,25
MultiCloud,13,RandomForest,Low,Medium,24
MultiCloud,13,RandomForest,Medium,High,24
MultiCloud,13,RandomForest,Medium,Low,25
MultiCloud,13,RandomForest,Medium,Medium,17
MultiCloud,13,BalancedRF,High,High,23
MultiCloud,13,BalancedRF,High,Low,16
MultiCloud,13,BalancedRF,High,Medium,28
MultiCloud,13,BalancedRF,Low,High,22
MultiCloud,13,BalancedRF,Low,Low,17
MultiCloud,13,BalancedRF,Low,Medium,28
MultiCloud,13,BalancedRF,Medium,High,28
MultiCloud,13,BalancedRF,Medium,Low,22
MultiCloud,13,BalancedRF,Medium,Medium,16
MultiCloud,13,MLP,High,High,42
MultiCloud,13,MLP,High,Low,14
MultiCloud,13,MLP,High,Medium,11
MultiCloud,13,MLP,Low,High,37
MultiCloud,13,MLP,Low,Low,16
MultiCloud,13,MLP,Low,Medium,14
MultiCloud,13,MLP,Medium,High,39
MultiCloud,13,MLP,Medium,Low,10
MultiCloud,13,MLP,Medium,Medium,17
MultiCloud,13,LogReg,High,High,37
MultiCloud,13,LogReg,High,Low,14
MultiCloud,13,LogReg,High,Medium,16
MultiCloud,13,LogReg,Low,High,30
MultiCloud,13,LogReg,Low,Low,21
MultiCloud,13,LogReg,Low,Medium,16
MultiCloud,13,LogReg,Medium,High,35
MultiCloud,13,LogReg,Medium,Low,19
MultiCloud,13,LogReg,Medium,Medium,12
MultiCloud,13,NaiveBayes,High,High,44
MultiCloud,13,NaiveBayes,High,Low,3
MultiCloud,13,NaiveBayes,High,Medium,20
MultiCloud,13,NaiveBayes,Low,High,42
MultiCloud,13,NaiveBayes,Low,Low,7
MultiCloud,13,NaiveBayes,Low,Medium,18
MultiCloud,13,NaiveBayes,Medium,High,46
MultiCloud,13,NaiveBayes,Medium,Low,5
MultiCloud,13,NaiveBayes,Medium,Medium,15
MultiCloud,99,KATS,High,High,35
MultiCloud,99,KATS,High,Low,14
MultiCloud,99,KATS,High,Medium,17
MultiCloud,99,KATS,Low,High,25
MultiCloud,99,KATS,Low,Low,22
MultiCloud,99,KATS,Low,Medium,20
MultiCloud,99,KATS,Medium,High,34
MultiCloud,99,KATS,Medium,Low,13
MultiCloud,99,KATS,Medium,Medium,20
MultiCloud,99,LightGBM,High,High,26
MultiCloud,99,LightGBM,High,Low,17
MultiCloud,99,LightGBM,High,Medium,23
MultiCloud,99,LightGBM,Low,High,27
MultiCloud,99,LightGBM,Low,Low,18
MultiCloud,99,LightGBM,Low,Medium,22
MultiCloud,99,LightGBM,Medium,High,22
MultiCloud,99,LightGBM,Medium,Low,22
MultiCloud,99,LightGBM,Medium,Medium,23
MultiCloud,99,XGBoost,High,High,25
MultiCloud,99,XGBoost,High,Low,16
MultiCloud,99,XGBoost,High,Medium,25
MultiCloud,99,XGBoost,Low,High,26
MultiCloud,99,XGBoost,Low,Low,18
MultiCloud,99,XGBoost,Low,Medium,23
MultiCloud,99,XGBoost,Medium,High,18
MultiCloud,99,XGBoost,Medium,Low,22
MultiCloud,99,XGBoost,Medium,Medium,27
MultiCloud,99,RandomForest,High,High,24
MultiCloud,99,RandomForest,High,Low,11
MultiCloud,99,RandomForest,High,Medium,31
MultiCloud,99,RandomForest,Low,High,30
MultiCloud,99,RandomForest,Low,Low,16
MultiCloud,99,RandomForest,Low,Medium,21
MultiCloud,99,RandomForest,Medium,High,21
MultiCloud,99,RandomForest,Medium,Low,25
MultiCloud,99,RandomForest,Medium,Medium,21
MultiCloud,99,BalancedRF,High,High,19
MultiCloud,99,BalancedRF,High,Low,18
MultiCloud,99,BalancedRF,High,Medium,29
MultiCloud,99,BalancedRF,Low,High,21
MultiCloud,99,BalancedRF,Low,Low,20
MultiCloud,99,BalancedRF,Low,Medium,26
MultiCloud,99,BalancedRF,Medium,High,22
MultiCloud,99,BalancedRF,Medium,Low,28
MultiCloud,99,BalancedRF,Medium,Medium,17
MultiCloud,99,MLP,High,High,8
MultiCloud,99,MLP,High,Low,24
MultiCloud,99,MLP,High,Medium,34
MultiCloud,99,MLP,Low,High,20
MultiCloud,99,MLP,Low,Low,20
MultiCloud,99,MLP,Low,Medium,27
MultiCloud,99,MLP,Medium,High,11
MultiCloud,99,MLP,Medium,Low,29
MultiCloud,99,MLP,Medium,Medium,27
MultiCloud,99,LogReg,High,High,37
MultiCloud,99,LogReg,High,Low,16
MultiCloud,99,LogReg,High,Medium,13
MultiCloud,99,LogReg,Low,High,26
MultiCloud,99,LogReg,Low,Low,21
MultiCloud,99,LogReg,Low,Medium,20
MultiCloud,99,LogReg,Medium,High,32
MultiCloud,99,LogReg,Medium,Low,14
MultiCloud,99,LogReg,Medium,Medium,21
MultiCloud,99,NaiveBayes,High,High,37
MultiCloud,99,NaiveBayes,High,Low,17
MultiCloud,99,NaiveBayes,High,Medium,12
MultiCloud,99,NaiveBayes,Low,High,35
MultiCloud,99,NaiveBayes,Low,Low,26
MultiCloud,99,NaiveBayes,Low,Medium,6
MultiCloud,99,NaiveBayes,Medium,High,38
MultiCloud,99,NaiveBayes,Medium,Low,17
MultiCloud,99,NaiveBayes,Medium,Medium,12
MultiCloud,2026,KATS,High,High,27
MultiCloud,2026,KATS,High,Low,20
MultiCloud,2026,KATS,High,Medium,19
MultiCloud,2026,KATS,Low,High,23
MultiCloud,2026,KATS,Low,Low,24
MultiCloud,2026,KATS,Low,Medium,20
MultiCloud,2026,KATS,Medium,High,26
MultiCloud,2026,KATS,Medium,Low,17
MultiCloud,2026,KATS,Medium,Medium,24
MultiCloud,2026,LightGBM,High,High,23
MultiCloud,2026,LightGBM,High,Low,16
MultiCloud,2026,LightGBM,High,Medium,27
MultiCloud,2026,LightGBM,Low,High,24
MultiCloud,2026,LightGBM,Low,Low,24
MultiCloud,2026,LightGBM,Low,Medium,19
MultiCloud,2026,LightGBM,Medium,High,18
MultiCloud,2026,LightGBM,Medium,Low,29
MultiCloud,2026,LightGBM,Medium,Medium,20
MultiCloud,2026,XGBoost,High,High,21
MultiCloud,2026,XGBoost,High,Low,22
MultiCloud,2026,XGBoost,High,Medium,23
MultiCloud,2026,XGBoost,Low,High,24
MultiCloud,2026,XGBoost,Low,Low,23
MultiCloud,2026,XGBoost,Low,Medium,20
MultiCloud,2026,XGBoost,Medium,High,20
MultiCloud,2026,XGBoost,Medium,Low,25
MultiCloud,2026,XGBoost,Medium,Medium,22
MultiCloud,2026,RandomForest,High,High,25
MultiCloud,2026,RandomForest,High,Low,17
MultiCloud,2026,RandomForest,High,Medium,24
MultiCloud,2026,RandomForest,Low,High,30
MultiCloud,2026,RandomForest,Low,Low,20
MultiCloud,2026,RandomForest,Low,Medium,17
MultiCloud,2026,RandomForest,Medium,High,23
MultiCloud,2026,RandomForest,Medium,Low,23
MultiCloud,2026,RandomForest,Medium,Medium,21
MultiCloud,2026,BalancedRF,High,High,23
MultiCloud,2026,BalancedRF,High,Low,13
MultiCloud,2026,BalancedRF,High,Medium,30
MultiCloud,2026,BalancedRF,Low,High,27
MultiCloud,2026,BalancedRF,Low,Low,23
MultiCloud,2026,BalancedRF,Low,Medium,17
MultiCloud,2026,BalancedRF,Medium,High,24
MultiCloud,2026,BalancedRF,Medium,Low,19
MultiCloud,2026,BalancedRF,Medium,Medium,24
MultiCloud,2026,MLP,High,High,29
MultiCloud,2026,MLP,High,Low,24
MultiCloud,2026,MLP,High,Medium,13
MultiCloud,2026,MLP,Low,High,23
MultiCloud,2026,MLP,Low,Low,37
MultiCloud,2026,MLP,Low,Medium,7
MultiCloud,2026,MLP,Medium,High,25
MultiCloud,2026,MLP,Medium,Low,29
MultiCloud,2026,MLP,Medium,Medium,13
MultiCloud,2026,LogReg,High,High,30
MultiCloud,2026,LogReg,High,Low,19
MultiCloud,2026,LogReg,High,Medium,17
MultiCloud,2026,LogReg,Low,High,25
MultiCloud,2026,LogReg,Low,Low,25
MultiCloud,2026,LogReg,Low,Medium,17
MultiCloud,2026,LogReg,Medium,High,32
MultiCloud,2026,LogReg,Medium,Low,20
MultiCloud,2026,LogReg,Medium,Medium,15
MultiCloud,2026,NaiveBayes,High,High,36
MultiCloud,2026,NaiveBayes,High,Low,14
MultiCloud,2026,NaiveBayes,High,Medium,16
MultiCloud,2026,NaiveBayes,Low,High,28
MultiCloud,2026,NaiveBayes,Low,Low,23
MultiCloud,2026,NaiveBayes,Low,Medium,16
MultiCloud,2026,NaiveBayes,Medium,High,32
MultiCloud,2026,NaiveBayes,Medium,Low,20
MultiCloud,2026,NaiveBayes,Medium,Medium,15
CICIDS2017,42,KATS,High,High,1448
CICIDS2017,42,KATS,High,Low,97
CICIDS2017,42,KATS,High,Medium,6
CICIDS2017,42,KATS,Low,High,3714
CICIDS2017,42,KATS,Low,Low,5473
CICIDS2017,42,KATS,Low,Medium,787
CICIDS2017,42,KATS,Medium,High,1
CICIDS2017,42,KATS,Medium,Low,14
CICIDS2017,42,KATS,Medium,Medium,460
CICIDS2017,42,LightGBM,High,High,1544
CICIDS2017,42,LightGBM,High,Low,7
CICIDS2017,42,LightGBM,High,Medium,0
CICIDS2017,42,LightGBM,Low,High,10
CICIDS2017,42,LightGBM,Low,Low,9959
CICIDS2017,42,LightGBM,Low,Medium,5
CICIDS2017,42,LightGBM,Medium,High,2
CICIDS2017,42,LightGBM,Medium,Low,2
CICIDS2017,42,LightGBM,Medium,Medium,471
CICIDS2017,42,XGBoost,High,High,1542
CICIDS2017,42,XGBoost,High,Low,9
CICIDS2017,42,XGBoost,High,Medium,0
CICIDS2017,42,XGBoost,Low,High,4
CICIDS2017,42,XGBoost,Low,Low,9965
CICIDS2017,42,XGBoost,Low,Medium,5
CICIDS2017,42,XGBoost,Medium,High,2
CICIDS2017,42,XGBoost,Medium,Low,1
CICIDS2017,42,XGBoost,Medium,Medium,472
CICIDS2017,42,RandomForest,High,High,1530
CICIDS2017,42,RandomForest,High,Low,21
CICIDS2017,42,RandomForest,High,Medium,0
CICIDS2017,42,RandomForest,Low,High,6
CICIDS2017,42,RandomForest,Low,Low,9965
CICIDS2017,42,RandomForest,Low,Medium,3
CICIDS2017,42,RandomForest,Medium,High,2
CICIDS2017,42,RandomForest,Medium,Low,4
CICIDS2017,42,RandomForest,Medium,Medium,469
CICIDS2017,42,BalancedRF,High,High,1535
CICIDS2017,42,BalancedRF,High,Low,16
CICIDS2017,42,BalancedRF,High,Medium,0
CICIDS2017,42,BalancedRF,Low,High,16
CICIDS2017,42,BalancedRF,Low,Low,9954
CICIDS2017,42,BalancedRF,Low,Medium,4
CICIDS2017,42,BalancedRF,Medium,High,2
CICIDS2017,42,BalancedRF,Medium,Low,1
CICIDS2017,42,BalancedRF,Medium,Medium,472
CICIDS2017,42,MLP,High,High,1459
CICIDS2017,42,MLP,High,Low,91
CICIDS2017,42,MLP,High,Medium,1
CICIDS2017,42,MLP,Low,High,20
CICIDS2017,42,MLP,Low,Low,9857
CICIDS2017,42,MLP,Low,Medium,97
CICIDS2017,42,MLP,Medium,High,1
CICIDS2017,42,MLP,Medium,Low,44
CICIDS2017,42,MLP,Medium,Medium,430
CICIDS2017,42,LogReg,High,High,1495
CICIDS2017,42,LogReg,High,Low,50
CICIDS2017,42,LogReg,High,Medium,6
CICIDS2017,42,LogReg,Low,High,576
CICIDS2017,42,LogReg,Low,Low,9146
CICIDS2017,42,LogReg,Low,Medium,252
CICIDS2017,42,LogReg,Medium,High,4
CICIDS2017,42,LogReg,Medium,Low,9
CICIDS2017,42,LogReg,Medium,Medium,462
CICIDS2017,42,NaiveBayes,High,High,0
CICIDS2017,42,NaiveBayes,High,Low,1551
CICIDS2017,42,NaiveBayes,High,Medium,0
CICIDS2017,42,NaiveBayes,Low,High,0
CICIDS2017,42,NaiveBayes,Low,Low,9974
CICIDS2017,42,NaiveBayes,Low,Medium,0
CICIDS2017,42,NaiveBayes,Medium,High,0
CICIDS2017,42,NaiveBayes,Medium,Low,475
CICIDS2017,42,NaiveBayes,Medium,Medium,0
CICIDS2017,7,KATS,High,High,1450
CICIDS2017,7,KATS,High,Low,93
CICIDS2017,7,KATS,High,Medium,8
CICIDS2017,7,KATS,Low,High,3885
CICIDS2017,7,KATS,Low,Low,5224
CICIDS2017,7,KATS,Low,Medium,865
CICIDS2017,7,KATS,Medium,High,0
CICIDS2017,7,KATS,Medium,Low,17
CICIDS2017,7,KATS,Medium,Medium,458
CICIDS2017,7,LightGBM,High,High,1551
CICIDS2017,7,LightGBM,High,Low,0
CICIDS2017,7,LightGBM,High,Medium,0
CICIDS2017,7,LightGBM,Low,High,8
CICIDS2017,7,LightGBM,Low,Low,9958
CICIDS2017,7,LightGBM,Low,Medium,8
CICIDS2017,7,LightGBM,Medium,High,1
CICIDS2017,7,LightGBM,Medium,Low,2
CICIDS2017,7,LightGBM,Medium,Medium,472
CICIDS2017,7,XGBoost,High,High,1547
CICIDS2017,7,XGBoost,High,Low,4
CICIDS2017,7,XGBoost,High,Medium,0
CICIDS2017,7,XGBoost,Low,High,4
CICIDS2017,7,XGBoost,Low,Low,9962
CICIDS2017,7,XGBoost,Low,Medium,8
CICIDS2017,7,XGBoost,Medium,High,1
CICIDS2017,7,XGBoost,Medium,Low,0
CICIDS2017,7,XGBoost,Medium,Medium,474
CICIDS2017,7,RandomForest,High,High,1540
CICIDS2017,7,RandomForest,High,Low,11
CICIDS2017,7,RandomForest,High,Medium,0
CICIDS2017,7,RandomForest,Low,High,2
CICIDS2017,7,RandomForest,Low,Low,9964
CICIDS2017,7,RandomForest,Low,Medium,8
CICIDS2017,7,RandomForest,Medium,High,1
CICIDS2017,7,RandomForest,Medium,Low,4
CICIDS2017,7,RandomForest,Medium,Medium,470
CICIDS2017,7,BalancedRF,High,High,1542
CICIDS2017,7,BalancedRF,High,Low,9
CICIDS2017,7,BalancedRF,High,Medium,0
CICIDS2017,7,BalancedRF,Low,High,18
CICIDS2017,7,BalancedRF,Low,Low,9948
CICIDS2017,7,BalancedRF,Low,Medium,8
CICIDS2017,7,BalancedRF,Medium,High,1
CICIDS2017,7,BalancedRF,Medium,Low,1
CICIDS2017,7,BalancedRF,Medium,Medium,473
CICIDS2017,7,MLP,High,High,1508
