dataset,seed,model,threshold,RecallH,PrecH,F1H,MacroF1,Kappa,Brier,ECE,PRAUC_High,FP_High,FN_High
CICIDS2017,99,RandomForest,0.5,0.9871050934880722,0.9980443285528032,0.9925445705024312,0.9942177851609604,0.9913722670487538,0.0013345419826243,0.0015751346136108,0.9995251418870162,3,20
CICIDS2017,99,BalancedRF,0.5,0.986460348162476,0.989010989010989,0.9877340219496448,0.9931087459277822,0.9876771422738884,0.0029132270833333,0.0106730555555555,0.998845127832074,17,21
CICIDS2017,99,MLP,0.5,0.9696969696969696,0.9791666666666666,0.974408811143505,0.9470133177433244,0.9433084975647936,0.0087007296162864,0.0061205812680601,0.9952128450088376,32,47
CICIDS2017,99,LogReg,0.5,0.9729206963249516,0.7282818532818532,0.8330113165884626,0.851175395608163,0.7839087578699271,0.0346955825596468,0.0505056269496969,0.9657955598695708,563,42
CICIDS2017,99,NaiveBayes,0.5,0.0,0.0,0.0,0.3026000424744395,0.0,0.0664955007355896,0.0264580626053034,0.6252584364395869,0,1551
CICIDS2017,2026,KATS,0.8500000000000002,0.933591231463572,0.264571532980084,0.4123006833712984,0.5303273192173878,0.2760935533442294,0.1441030398993298,0.2505784563338288,0.8662269376220049,4025,103
CICIDS2017,2026,LightGBM,0.5,1.0,0.991687979539642,0.9958266452648477,0.9969545578337844,0.9954283098625856,0.0007475910122883,0.0009962632532458,0.9998361200229092,13,0
CICIDS2017,2026,XGBoost,0.5,0.9974210186976143,0.993577392421323,0.9954954954954957,0.9971962341056058,0.9954229192787712,0.0007125522679681,0.0006868918375936,0.9998978249244538,10,4
CICIDS2017,2026,RandomForest,0.5,0.9903288201160542,0.9961089494163424,0.9932104752667312,0.9940879807463296,0.9916638316507927,0.0012516541666666,0.0020825,0.9997452416368412,6,15
CICIDS2017,2026,BalancedRF,0.5,0.9909735654416504,0.9827365728900256,0.9868378812199036,0.992384770711306,0.986567622091384,0.0030721875,0.0107186111111111,0.9991786824971228,27,14
CICIDS2017,2026,MLP,0.5,0.9709864603481624,0.9691119691119692,0.970048309178744,0.981925151691319,0.9688069108432116,0.0050548649745059,0.0039316275456746,0.9948371120485904,48,45
CICIDS2017,2026,LogReg,0.5,0.9696969696969696,0.7044496487119438,0.8160607704829083,0.8440628781292526,0.7683170657856856,0.0345014090422116,0.0490023962957823,0.9606797329994606,631,47
CICIDS2017,2026,NaiveBayes,0.5,0.0,0.0,0.0,0.3026000424744395,0.0,0.0666088301211648,0.0269807780331461,0.6249478109831984,0,1551
