dataset,seed,model,class_index,bin,count,mean_confidence,empirical_frequency
ITIncident,2026,BalancedRF,2,7,483,0.7493873792233996,0.9917184265010351
ITIncident,2026,BalancedRF,2,8,515,0.8443304489751589,0.9902912621359223
ITIncident,2026,BalancedRF,2,9,109,0.9451507336954585,1.0
ITIncident,2026,MLP,0,0,4967,0.029058055604908883,0.02677672639420173
ITIncident,2026,MLP,0,1,17,0.10694241661813521,0.17647058823529413
ITIncident,2026,MLP,0,2,0,,
ITIncident,2026,MLP,0,3,0,,
ITIncident,2026,MLP,0,4,0,,
ITIncident,2026,MLP,0,5,0,,
ITIncident,2026,MLP,0,6,0,,
ITIncident,2026,MLP,0,7,0,,
ITIncident,2026,MLP,0,8,0,,
ITIncident,2026,MLP,0,9,0,,
ITIncident,2026,MLP,1,0,4789,0.03823785393635483,0.028607224890373772
ITIncident,2026,MLP,1,1,195,0.11910621516803144,0.09230769230769231
ITIncident,2026,MLP,1,2,0,,
ITIncident,2026,MLP,1,3,0,,
ITIncident,2026,MLP,1,4,0,,
ITIncident,2026,MLP,1,5,0,,
ITIncident,2026,MLP,1,6,0,,
ITIncident,2026,MLP,1,7,0,,
ITIncident,2026,MLP,1,8,0,,
ITIncident,2026,MLP,1,9,0,,
ITIncident,2026,MLP,2,0,0,,
ITIncident,2026,MLP,2,1,0,,
ITIncident,2026,MLP,2,2,0,,
ITIncident,2026,MLP,2,3,0,,
ITIncident,2026,MLP,2,4,0,,
ITIncident,2026,MLP,2,5,0,,
ITIncident,2026,MLP,2,6,0,,
ITIncident,2026,MLP,2,7,44,0.78136608119116,0.7727272727272727
ITIncident,2026,MLP,2,8,959,0.8655374805343353,0.899895724713243
ITIncident,2026,MLP,2,9,3981,0.9462630672856321,0.953529264004019
ITIncident,2026,LogReg,0,0,20,0.0443063189863911,0.0
ITIncident,2026,LogReg,0,1,261,0.16497283739620772,0.05363984674329502
ITIncident,2026,LogReg,0,2,2030,0.2559998964742553,0.014285714285714285
ITIncident,2026,LogReg,0,3,1565,0.35087055339063156,0.02875399361022364
ITIncident,2026,LogReg,0,4,786,0.441129227402189,0.04071246819338423
ITIncident,2026,LogReg,0,5,241,0.5356911124560909,0.04979253112033195
ITIncident,2026,LogReg,0,6,57,0.6354524089374803,0.07017543859649122
ITIncident,2026,LogReg,0,7,20,0.7469458124038728,0.0
ITIncident,2026,LogReg,0,8,4,0.8265349393694208,0.0
ITIncident,2026,LogReg,0,9,0,,
ITIncident,2026,LogReg,1,0,63,0.06285733760531041,0.015873015873015872
ITIncident,2026,LogReg,1,1,836,0.17020549560021078,0.009569377990430622
ITIncident,2026,LogReg,1,2,1138,0.24285265225560368,0.015817223198594025
ITIncident,2026,LogReg,1,3,1846,0.35582698558313525,0.03358613217768147
ITIncident,2026,LogReg,1,4,743,0.42699839100012427,0.04979811574697174
ITIncident,2026,LogReg,1,5,164,0.5497551079003934,0.07317073170731707
ITIncident,2026,LogReg,1,6,175,0.6364803618848481,0.09142857142857143
ITIncident,2026,LogReg,1,7,9,0.7373925089645156,0.1111111111111111
ITIncident,2026,LogReg,1,8,8,0.8338245950260286,0.0
ITIncident,2026,LogReg,1,9,2,0.9394653094112558,0.0
ITIncident,2026,LogReg,2,0,13,0.07942664932094522,0.9230769230769231
ITIncident,2026,LogReg,2,1,169,0.16975365650886337,0.8816568047337278
ITIncident,2026,LogReg,2,2,742,0.25537746631258795,0.894878706199461
ITIncident,2026,LogReg,2,3,3275,0.35672238123141725,0.9450381679389313
ITIncident,2026,LogReg,2,4,749,0.42487055003715424,0.9853137516688919
ITIncident,2026,LogReg,2,5,18,0.5629423168061545,0.9444444444444444
ITIncident,2026,LogReg,2,6,17,0.640505802273795,1.0
ITIncident,2026,LogReg,2,7,1,0.7778820161876911,1.0
ITIncident,2026,LogReg,2,8,0,,
ITIncident,2026,LogReg,2,9,0,,
ITIncident,2026,NaiveBayes,0,0,4984,0.026984108981088755,0.027287319422150885
ITIncident,2026,NaiveBayes,0,1,0,,
ITIncident,2026,NaiveBayes,0,2,0,,
ITIncident,2026,NaiveBayes,0,3,0,,
ITIncident,2026,NaiveBayes,0,4,0,,
ITIncident,2026,NaiveBayes,0,5,0,,
ITIncident,2026,NaiveBayes,0,6,0,,
ITIncident,2026,NaiveBayes,0,7,0,,
ITIncident,2026,NaiveBayes,0,8,0,,
ITIncident,2026,NaiveBayes,0,9,0,,
ITIncident,2026,NaiveBayes,1,0,4983,0.031060748215593233,0.031105759582580775
ITIncident,2026,NaiveBayes,1,1,0,,
ITIncident,2026,NaiveBayes,1,2,1,0.25977175992474943,0.0
ITIncident,2026,NaiveBayes,1,3,0,,
ITIncident,2026,NaiveBayes,1,4,0,,
ITIncident,2026,NaiveBayes,1,5,0,,
ITIncident,2026,NaiveBayes,1,6,0,,
ITIncident,2026,NaiveBayes,1,7,0,,
ITIncident,2026,NaiveBayes,1,8,0,,
ITIncident,2026,NaiveBayes,1,9,0,,
ITIncident,2026,NaiveBayes,2,0,0,,
ITIncident,2026,NaiveBayes,2,1,0,,
ITIncident,2026,NaiveBayes,2,2,0,,
ITIncident,2026,NaiveBayes,2,3,0,,
ITIncident,2026,NaiveBayes,2,4,0,,
ITIncident,2026,NaiveBayes,2,5,0,,
ITIncident,2026,NaiveBayes,2,6,0,,
ITIncident,2026,NaiveBayes,2,7,1,0.7357761019373853,1.0
ITIncident,2026,NaiveBayes,2,8,58,0.8949969707578023,0.8620689655172413
ITIncident,2026,NaiveBayes,2,9,4925,0.942503577728759,0.9425380710659899
MultiCloud,42,KATS,0,0,1,0.0860720708537553,0.0
MultiCloud,42,KATS,0,1,3,0.14501499098813597,0.0
MultiCloud,42,KATS,0,2,57,0.26779787617885986,0.3508771929824561
MultiCloud,42,KATS,0,3,111,0.3462831655710764,0.3333333333333333
MultiCloud,42,KATS,0,4,25,0.43549322308220545,0.36
MultiCloud,42,KATS,0,5,3,0.5149555762203678,0.3333333333333333
MultiCloud,42,KATS,0,6,0,,
MultiCloud,42,KATS,0,7,0,,
MultiCloud,42,KATS,0,8,0,,
MultiCloud,42,KATS,0,9,0,,
MultiCloud,42,KATS,1,0,0,,
MultiCloud,42,KATS,1,1,0,,
MultiCloud,42,KATS,1,2,74,0.26860925991968276,0.33783783783783783
MultiCloud,42,KATS,1,3,108,0.3461651711609917,0.3055555555555556
MultiCloud,42,KATS,1,4,14,0.43124622714142913,0.42857142857142855
MultiCloud,42,KATS,1,5,2,0.5462387134279636,1.0
MultiCloud,42,KATS,1,6,2,0.6256826807341469,0.5
MultiCloud,42,KATS,1,7,0,,
MultiCloud,42,KATS,1,8,0,,
MultiCloud,42,KATS,1,9,0,,
MultiCloud,42,KATS,2,0,0,,
MultiCloud,42,KATS,2,1,3,0.19452347679417756,0.3333333333333333
MultiCloud,42,KATS,2,2,57,0.2680059732148014,0.3157894736842105
MultiCloud,42,KATS,2,3,106,0.3500624431397369,0.3113207547169811
MultiCloud,42,KATS,2,4,32,0.4287774893564004,0.4375
MultiCloud,42,KATS,2,5,2,0.5065760531450537,0.0
MultiCloud,42,KATS,2,6,0,,
MultiCloud,42,KATS,2,7,0,,
MultiCloud,42,KATS,2,8,0,,
MultiCloud,42,KATS,2,9,0,,
MultiCloud,42,LightGBM,0,0,25,0.05714163653393998,0.16
MultiCloud,42,LightGBM,0,1,31,0.1487410636428713,0.3870967741935484
MultiCloud,42,LightGBM,0,2,38,0.24387108390755344,0.4473684210526316
MultiCloud,42,LightGBM,0,3,31,0.34312866139906006,0.4838709677419355
MultiCloud,42,LightGBM,0,4,26,0.44770002640234957,0.23076923076923078
MultiCloud,42,LightGBM,0,5,25,0.5526712044809003,0.28
MultiCloud,42,LightGBM,0,6,12,0.660150600406168,0.16666666666666666
MultiCloud,42,LightGBM,0,7,9,0.7357382841868971,0.3333333333333333
MultiCloud,42,LightGBM,0,8,3,0.8399169088714494,0.3333333333333333
MultiCloud,42,LightGBM,0,9,0,,
MultiCloud,42,LightGBM,1,0,15,0.06225361591389613,0.3333333333333333
MultiCloud,42,LightGBM,1,1,53,0.14873811293150688,0.3584905660377358
MultiCloud,42,LightGBM,1,2,34,0.24697702042414688,0.35294117647058826
MultiCloud,42,LightGBM,1,3,33,0.35765768567173356,0.3333333333333333
MultiCloud,42,LightGBM,1,4,20,0.45667546116730956,0.25
MultiCloud,42,LightGBM,1,5,21,0.5479429947007608,0.42857142857142855
MultiCloud,42,LightGBM,1,6,16,0.65402144590686,0.3125
MultiCloud,42,LightGBM,1,7,5,0.7319307880655106,0.2
MultiCloud,42,LightGBM,1,8,3,0.8405118902859724,0.0
MultiCloud,42,LightGBM,1,9,0,,
MultiCloud,42,LightGBM,2,0,28,0.064576706639226,0.5714285714285714
MultiCloud,42,LightGBM,2,1,44,0.15728293245822675,0.25
MultiCloud,42,LightGBM,2,2,40,0.25583161132635546,0.35
MultiCloud,42,LightGBM,2,3,20,0.3427150717347883,0.35
MultiCloud,42,LightGBM,2,4,24,0.4427763104931546,0.25
MultiCloud,42,LightGBM,2,5,18,0.5486204791115941,0.1111111111111111
MultiCloud,42,LightGBM,2,6,9,0.6318491504683333,0.1111111111111111
MultiCloud,42,LightGBM,2,7,12,0.7393480257105852,0.5833333333333334
MultiCloud,42,LightGBM,2,8,3,0.8354497363884105,0.0
MultiCloud,42,LightGBM,2,9,2,0.9251955406123552,1.0
MultiCloud,42,XGBoost,0,0,29,0.05935947224497795,0.3103448275862069
MultiCloud,42,XGBoost,0,1,31,0.15148895978927612,0.45161290322580644
MultiCloud,42,XGBoost,0,2,30,0.2533250153064728,0.4
MultiCloud,42,XGBoost,0,3,35,0.3491809666156769,0.3142857142857143
MultiCloud,42,XGBoost,0,4,27,0.44947564601898193,0.25925925925925924
MultiCloud,42,XGBoost,0,5,20,0.5397325754165649,0.35
MultiCloud,42,XGBoost,0,6,16,0.6348158121109009,0.1875
MultiCloud,42,XGBoost,0,7,10,0.7382508516311646,0.4
MultiCloud,42,XGBoost,0,8,1,0.8068464398384094,0.0
MultiCloud,42,XGBoost,0,9,1,0.9361594319343567,0.0
MultiCloud,42,XGBoost,1,0,22,0.06586000323295593,0.22727272727272727
MultiCloud,42,XGBoost,1,1,39,0.156788632273674,0.3333333333333333
MultiCloud,42,XGBoost,1,2,40,0.2518905997276306,0.325
MultiCloud,42,XGBoost,1,3,35,0.34797677397727966,0.4857142857142857
MultiCloud,42,XGBoost,1,4,21,0.4597421884536743,0.2857142857142857
MultiCloud,42,XGBoost,1,5,19,0.5412381291389465,0.3157894736842105
MultiCloud,42,XGBoost,1,6,11,0.6466557383537292,0.2727272727272727
MultiCloud,42,XGBoost,1,7,9,0.7519696354866028,0.4444444444444444
MultiCloud,42,XGBoost,1,8,3,0.8601329922676086,0.0
MultiCloud,42,XGBoost,1,9,1,0.9218241572380066,0.0
MultiCloud,42,XGBoost,2,0,23,0.06557731330394745,0.5652173913043478
MultiCloud,42,XGBoost,2,1,45,0.1521380990743637,0.4
MultiCloud,42,XGBoost,2,2,41,0.24558858573436737,0.24390243902439024
MultiCloud,42,XGBoost,2,3,34,0.34886470437049866,0.2647058823529412
MultiCloud,42,XGBoost,2,4,22,0.4539697766304016,0.22727272727272727
MultiCloud,42,XGBoost,2,5,9,0.5540854334831238,0.1111111111111111
MultiCloud,42,XGBoost,2,6,10,0.6357247829437256,0.3
MultiCloud,42,XGBoost,2,7,9,0.7472767233848572,0.2222222222222222
MultiCloud,42,XGBoost,2,8,6,0.8520485758781433,0.6666666666666666
MultiCloud,42,XGBoost,2,9,1,0.9543548226356506,1.0
MultiCloud,42,RandomForest,0,0,3,0.06666666666666667,0.3333333333333333
MultiCloud,42,RandomForest,0,1,18,0.16166666666666665,0.3333333333333333
MultiCloud,42,RandomForest,0,2,58,0.25551724137931037,0.3793103448275862
MultiCloud,42,RandomForest,0,3,61,0.34721311475409833,0.3770491803278688
MultiCloud,42,RandomForest,0,4,41,0.44048780487804884,0.21951219512195122
MultiCloud,42,RandomForest,0,5,17,0.5332352941176471,0.29411764705882354
MultiCloud,42,RandomForest,0,6,2,0.615,0.5
MultiCloud,42,RandomForest,0,7,0,,
MultiCloud,42,RandomForest,0,8,0,,
MultiCloud,42,RandomForest,0,9,0,,
MultiCloud,42,RandomForest,1,0,0,,
MultiCloud,42,RandomForest,1,1,18,0.17305555555555555,0.2777777777777778
MultiCloud,42,RandomForest,1,2,66,0.2503787878787879,0.3787878787878788
MultiCloud,42,RandomForest,1,3,71,0.34457746478873236,0.352112676056338
MultiCloud,42,RandomForest,1,4,28,0.4382142857142856,0.25
MultiCloud,42,RandomForest,1,5,14,0.5421428571428571,0.21428571428571427
MultiCloud,42,RandomForest,1,6,3,0.6350000000000001,0.6666666666666666
MultiCloud,42,RandomForest,1,7,0,,
MultiCloud,42,RandomForest,1,8,0,,
MultiCloud,42,RandomForest,1,9,0,,
MultiCloud,42,RandomForest,2,0,0,,
MultiCloud,42,RandomForest,2,1,18,0.16000000000000003,0.5555555555555556
MultiCloud,42,RandomForest,2,2,64,0.253203125,0.25
MultiCloud,42,RandomForest,2,3,66,0.3524242424242425,0.3787878787878788
MultiCloud,42,RandomForest,2,4,41,0.445,0.3170731707317073
MultiCloud,42,RandomForest,2,5,8,0.52,0.25
MultiCloud,42,RandomForest,2,6,3,0.6383333333333333,0.0
MultiCloud,42,RandomForest,2,7,0,,
MultiCloud,42,RandomForest,2,8,0,,
MultiCloud,42,RandomForest,2,9,0,,
MultiCloud,42,BalancedRF,0,0,4,0.0575,0.25
MultiCloud,42,BalancedRF,0,1,17,0.1585294117647059,0.35294117647058826
MultiCloud,42,BalancedRF,0,2,49,0.25673469387755105,0.40816326530612246
MultiCloud,42,BalancedRF,0,3,73,0.3498630136986301,0.3013698630136986
MultiCloud,42,BalancedRF,0,4,41,0.43792682926829274,0.3170731707317073
MultiCloud,42,BalancedRF,0,5,15,0.5336666666666667,0.26666666666666666
MultiCloud,42,BalancedRF,0,6,1,0.66,1.0
MultiCloud,42,BalancedRF,0,7,0,,
MultiCloud,42,BalancedRF,0,8,0,,
MultiCloud,42,BalancedRF,0,9,0,,
MultiCloud,42,BalancedRF,1,0,0,,
MultiCloud,42,BalancedRF,1,1,20,0.17149999999999996,0.3
MultiCloud,42,BalancedRF,1,2,60,0.2614166666666667,0.3
MultiCloud,42,BalancedRF,1,3,74,0.3430405405405405,0.40540540540540543
MultiCloud,42,BalancedRF,1,4,29,0.43672413793103443,0.3103448275862069
MultiCloud,42,BalancedRF,1,5,13,0.5461538461538461,0.15384615384615385
MultiCloud,42,BalancedRF,1,6,4,0.62625,0.5
MultiCloud,42,BalancedRF,1,7,0,,
MultiCloud,42,BalancedRF,1,8,0,,
MultiCloud,42,BalancedRF,1,9,0,,
MultiCloud,42,BalancedRF,2,0,0,,
MultiCloud,42,BalancedRF,2,1,21,0.1638095238095238,0.47619047619047616
MultiCloud,42,BalancedRF,2,2,66,0.25499999999999995,0.2878787878787879
MultiCloud,42,BalancedRF,2,3,64,0.350859375,0.3125
MultiCloud,42,BalancedRF,2,4,39,0.4442307692307692,0.358974358974359
MultiCloud,42,BalancedRF,2,5,8,0.53,0.25
MultiCloud,42,BalancedRF,2,6,2,0.6375,0.5
MultiCloud,42,BalancedRF,2,7,0,,
MultiCloud,42,BalancedRF,2,8,0,,
MultiCloud,42,BalancedRF,2,9,0,,
MultiCloud,42,MLP,0,0,0,,
MultiCloud,42,MLP,0,1,4,0.15488684506475792,0.0
MultiCloud,42,MLP,0,2,36,0.26970074809527605,0.2777777777777778
MultiCloud,42,MLP,0,3,156,0.34872686574032447,0.358974358974359
MultiCloud,42,MLP,0,4,4,0.40555831484659427,0.25
MultiCloud,42,MLP,0,5,0,,
MultiCloud,42,MLP,0,6,0,,
MultiCloud,42,MLP,0,7,0,,
MultiCloud,42,MLP,0,8,0,,
MultiCloud,42,MLP,0,9,0,,
MultiCloud,42,MLP,1,0,0,,
MultiCloud,42,MLP,1,1,0,,
MultiCloud,42,MLP,1,2,55,0.2815350173039952,0.34545454545454546
MultiCloud,42,MLP,1,3,132,0.3357288910913128,0.3106060606060606
MultiCloud,42,MLP,1,4,9,0.4270841272511766,0.4444444444444444
MultiCloud,42,MLP,1,5,4,0.5628175045698987,0.75
MultiCloud,42,MLP,1,6,0,,
MultiCloud,42,MLP,1,7,0,,
MultiCloud,42,MLP,1,8,0,,
MultiCloud,42,MLP,1,9,0,,
MultiCloud,42,MLP,2,0,0,,
MultiCloud,42,MLP,2,1,0,,
MultiCloud,42,MLP,2,2,24,0.28722457507447147,0.2916666666666667
MultiCloud,42,MLP,2,3,166,0.34181928540282425,0.3373493975903614
MultiCloud,42,MLP,2,4,10,0.41165434554646785,0.3
MultiCloud,42,MLP,2,5,0,,
MultiCloud,42,MLP,2,6,0,,
MultiCloud,42,MLP,2,7,0,,
MultiCloud,42,MLP,2,8,0,,
MultiCloud,42,MLP,2,9,0,,
MultiCloud,42,LogReg,0,0,4,0.05985832797082938,0.0
MultiCloud,42,LogReg,0,1,0,,
MultiCloud,42,LogReg,0,2,54,0.2756403745543889,0.37037037037037035
MultiCloud,42,LogReg,0,3,112,0.3482771288944497,0.3482142857142857
MultiCloud,42,LogReg,0,4,30,0.430700265585574,0.26666666666666666
MultiCloud,42,LogReg,0,5,0,,
MultiCloud,42,LogReg,0,6,0,,
MultiCloud,42,LogReg,0,7,0,,
MultiCloud,42,LogReg,0,8,0,,
MultiCloud,42,LogReg,0,9,0,,
MultiCloud,42,LogReg,1,0,0,,
MultiCloud,42,LogReg,1,1,0,,
MultiCloud,42,LogReg,1,2,72,0.2660830669492151,0.3194444444444444
MultiCloud,42,LogReg,1,3,112,0.3448049223478379,0.3392857142857143
MultiCloud,42,LogReg,1,4,12,0.4219032006588002,0.25
MultiCloud,42,LogReg,1,5,0,,
MultiCloud,42,LogReg,1,6,4,0.6258944712318173,0.75
MultiCloud,42,LogReg,1,7,0,,
MultiCloud,42,LogReg,1,8,0,,
MultiCloud,42,LogReg,1,9,0,,
MultiCloud,42,LogReg,2,0,0,,
MultiCloud,42,LogReg,2,1,0,,
MultiCloud,42,LogReg,2,2,30,0.28633547698504125,0.4
MultiCloud,42,LogReg,2,3,160,0.34324208389513167,0.31875
MultiCloud,42,LogReg,2,4,10,0.4096593909527585,0.3
MultiCloud,42,LogReg,2,5,0,,
MultiCloud,42,LogReg,2,6,0,,
MultiCloud,42,LogReg,2,7,0,,
MultiCloud,42,LogReg,2,8,0,,
MultiCloud,42,LogReg,2,9,0,,
MultiCloud,42,NaiveBayes,0,0,4,0.059876272625979415,0.0
MultiCloud,42,NaiveBayes,0,1,1,0.19776363222491425,0.0
MultiCloud,42,NaiveBayes,0,2,52,0.26788567043605443,0.36538461538461536
MultiCloud,42,NaiveBayes,0,3,115,0.35440953850179246,0.3391304347826087
MultiCloud,42,NaiveBayes,0,4,28,0.4178089341557879,0.32142857142857145
MultiCloud,42,NaiveBayes,0,5,0,,
MultiCloud,42,NaiveBayes,0,6,0,,
MultiCloud,42,NaiveBayes,0,7,0,,
MultiCloud,42,NaiveBayes,0,8,0,,
MultiCloud,42,NaiveBayes,0,9,0,,
MultiCloud,42,NaiveBayes,1,0,0,,
MultiCloud,42,NaiveBayes,1,1,1,0.1761303249368551,0.0
MultiCloud,42,NaiveBayes,1,2,62,0.2822225531518056,0.2903225806451613
MultiCloud,42,NaiveBayes,1,3,130,0.3356737862282151,0.35384615384615387
MultiCloud,42,NaiveBayes,1,4,3,0.40338439409874005,0.0
MultiCloud,42,NaiveBayes,1,5,0,,
MultiCloud,42,NaiveBayes,1,6,2,0.6601249621641997,1.0
MultiCloud,42,NaiveBayes,1,7,1,0.7272432118164945,1.0
MultiCloud,42,NaiveBayes,1,8,1,0.8196329564159726,0.0
MultiCloud,42,NaiveBayes,1,9,0,,
MultiCloud,42,NaiveBayes,2,0,0,,
MultiCloud,42,NaiveBayes,2,1,1,0.11905626134301271,1.0
MultiCloud,42,NaiveBayes,2,2,3,0.25242190822876126,0.0
MultiCloud,42,NaiveBayes,2,3,183,0.3357404141182913,0.33879781420765026
MultiCloud,42,NaiveBayes,2,4,13,0.4208701119982821,0.23076923076923078
MultiCloud,42,NaiveBayes,2,5,0,,
MultiCloud,42,NaiveBayes,2,6,0,,
MultiCloud,42,NaiveBayes,2,7,0,,
MultiCloud,42,NaiveBayes,2,8,0,,
MultiCloud,42,NaiveBayes,2,9,0,,
MultiCloud,7,KATS,0,0,0,,
MultiCloud,7,KATS,0,1,4,0.18943256872051012,0.0
MultiCloud,7,KATS,0,2,61,0.27281889463834397,0.2459016393442623
MultiCloud,7,KATS,0,3,125,0.3473933045236332,0.384
MultiCloud,7,KATS,0,4,10,0.41810485801359676,0.3
MultiCloud,7,KATS,0,5,0,,
MultiCloud,7,KATS,0,6,0,,
MultiCloud,7,KATS,0,7,0,,
MultiCloud,7,KATS,0,8,0,,
MultiCloud,7,KATS,0,9,0,,
MultiCloud,7,KATS,1,0,0,,
MultiCloud,7,KATS,1,1,0,,
MultiCloud,7,KATS,1,2,43,0.27617467318755756,0.2558139534883721
MultiCloud,7,KATS,1,3,136,0.3437405531847869,0.35294117647058826
MultiCloud,7,KATS,1,4,21,0.4194595679443477,0.38095238095238093
MultiCloud,7,KATS,1,5,0,,
MultiCloud,7,KATS,1,6,0,,
MultiCloud,7,KATS,1,7,0,,
MultiCloud,7,KATS,1,8,0,,
MultiCloud,7,KATS,1,9,0,,
MultiCloud,7,KATS,2,0,0,,
MultiCloud,7,KATS,2,1,0,,
MultiCloud,7,KATS,2,2,53,0.26940046731039163,0.4339622641509434
MultiCloud,7,KATS,2,3,116,0.344801195807673,0.3017241379310345
MultiCloud,7,KATS,2,4,31,0.42861499736841074,0.2903225806451613
MultiCloud,7,KATS,2,5,0,,
MultiCloud,7,KATS,2,6,0,,
MultiCloud,7,KATS,2,7,0,,
MultiCloud,7,KATS,2,8,0,,
MultiCloud,7,KATS,2,9,0,,
MultiCloud,7,LightGBM,0,0,28,0.06254704370313673,0.2857142857142857
MultiCloud,7,LightGBM,0,1,36,0.1567969006244331,0.4166666666666667
MultiCloud,7,LightGBM,0,2,34,0.24773592546298204,0.23529411764705882
MultiCloud,7,LightGBM,0,3,22,0.3531376291897611,0.5909090909090909
MultiCloud,7,LightGBM,0,4,30,0.4411202680869343,0.3
MultiCloud,7,LightGBM,0,5,24,0.5511119318732262,0.20833333333333334
MultiCloud,7,LightGBM,0,6,14,0.6487574193994285,0.35714285714285715
MultiCloud,7,LightGBM,0,7,9,0.7362255188292792,0.3333333333333333
MultiCloud,7,LightGBM,0,8,2,0.8484744489386135,0.0
MultiCloud,7,LightGBM,0,9,1,0.9109121057441909,0.0
MultiCloud,7,LightGBM,1,0,24,0.05998324343958037,0.20833333333333334
MultiCloud,7,LightGBM,1,1,41,0.1522891881282195,0.34146341463414637
MultiCloud,7,LightGBM,1,2,34,0.24948966777102247,0.4117647058823529
MultiCloud,7,LightGBM,1,3,36,0.34784321779345667,0.3333333333333333
MultiCloud,7,LightGBM,1,4,23,0.4556396800396884,0.34782608695652173
MultiCloud,7,LightGBM,1,5,17,0.554154741628021,0.35294117647058826
MultiCloud,7,LightGBM,1,6,11,0.6514072097525004,0.36363636363636365
MultiCloud,7,LightGBM,1,7,8,0.7319587332391726,0.25
MultiCloud,7,LightGBM,1,8,5,0.8434985637855755,0.4
MultiCloud,7,LightGBM,1,9,1,0.9039424220035407,0.0
MultiCloud,7,LightGBM,2,0,30,0.06483569196001754,0.43333333333333335
MultiCloud,7,LightGBM,2,1,40,0.15031401010149953,0.275
MultiCloud,7,LightGBM,2,2,34,0.24488306033048812,0.23529411764705882
MultiCloud,7,LightGBM,2,3,31,0.34270835503847985,0.3870967741935484
MultiCloud,7,LightGBM,2,4,18,0.4525189140753427,0.3888888888888889
MultiCloud,7,LightGBM,2,5,22,0.5505840861932465,0.36363636363636365
MultiCloud,7,LightGBM,2,6,14,0.6549155940957585,0.21428571428571427
MultiCloud,7,LightGBM,2,7,8,0.7320150145559755,0.375
MultiCloud,7,LightGBM,2,8,1,0.8208978803610925,1.0
MultiCloud,7,LightGBM,2,9,2,0.9460642231646722,0.5
MultiCloud,7,XGBoost,0,0,33,0.0606117770075798,0.30303030303030304
MultiCloud,7,XGBoost,0,1,23,0.1516466587781906,0.34782608695652173
MultiCloud,7,XGBoost,0,2,34,0.2478448897600174,0.3235294117647059
MultiCloud,7,XGBoost,0,3,38,0.35385647416114807,0.39473684210526316
MultiCloud,7,XGBoost,0,4,23,0.4574124813079834,0.34782608695652173
MultiCloud,7,XGBoost,0,5,25,0.5467276573181152,0.32
MultiCloud,7,XGBoost,0,6,11,0.6427313089370728,0.45454545454545453
MultiCloud,7,XGBoost,0,7,5,0.7430602312088013,0.2
MultiCloud,7,XGBoost,0,8,6,0.8303520679473877,0.0
MultiCloud,7,XGBoost,0,9,2,0.932065486907959,0.0
MultiCloud,7,XGBoost,1,0,25,0.06633909046649933,0.28
MultiCloud,7,XGBoost,1,1,34,0.1501876711845398,0.35294117647058826
MultiCloud,7,XGBoost,1,2,43,0.24989615380764008,0.27906976744186046
MultiCloud,7,XGBoost,1,3,33,0.34430742263793945,0.36363636363636365
MultiCloud,7,XGBoost,1,4,20,0.45122021436691284,0.45
MultiCloud,7,XGBoost,1,5,19,0.5398319363594055,0.2631578947368421
MultiCloud,7,XGBoost,1,6,14,0.6524319052696228,0.35714285714285715
MultiCloud,7,XGBoost,1,7,8,0.7452815175056458,0.375
MultiCloud,7,XGBoost,1,8,3,0.8528940677642822,0.6666666666666666
MultiCloud,7,XGBoost,1,9,1,0.9174323678016663,0.0
MultiCloud,7,XGBoost,2,0,35,0.06136317923665047,0.45714285714285713
MultiCloud,7,XGBoost,2,1,39,0.15437868237495422,0.23076923076923078
MultiCloud,7,XGBoost,2,2,30,0.23853924870491028,0.23333333333333334
MultiCloud,7,XGBoost,2,3,32,0.35304880142211914,0.3125
MultiCloud,7,XGBoost,2,4,23,0.44081881642341614,0.4782608695652174
MultiCloud,7,XGBoost,2,5,15,0.535688042640686,0.26666666666666666
MultiCloud,7,XGBoost,2,6,10,0.6418481469154358,0.6
MultiCloud,7,XGBoost,2,7,8,0.7553920149803162,0.25
MultiCloud,7,XGBoost,2,8,6,0.83147794008255,0.16666666666666666
MultiCloud,7,XGBoost,2,9,2,0.9226865172386169,0.5
MultiCloud,7,RandomForest,0,0,1,0.07,0.0
MultiCloud,7,RandomForest,0,1,16,0.171875,0.25
MultiCloud,7,RandomForest,0,2,67,0.25350746268656715,0.23880597014925373
MultiCloud,7,RandomForest,0,3,70,0.35357142857142854,0.44285714285714284
MultiCloud,7,RandomForest,0,4,32,0.4365625,0.34375
MultiCloud,7,RandomForest,0,5,13,0.5307692307692308,0.3076923076923077
MultiCloud,7,RandomForest,0,6,1,0.605,0.0
MultiCloud,7,RandomForest,0,7,0,,
MultiCloud,7,RandomForest,0,8,0,,
MultiCloud,7,RandomForest,0,9,0,,
MultiCloud,7,RandomForest,1,0,0,,
MultiCloud,7,RandomForest,1,1,16,0.169375,0.1875
MultiCloud,7,RandomForest,1,2,69,0.25666666666666665,0.30434782608695654
MultiCloud,7,RandomForest,1,3,57,0.34824561403508775,0.40350877192982454
MultiCloud,7,RandomForest,1,4,48,0.4421875,0.3125
MultiCloud,7,RandomForest,1,5,9,0.535,0.4444444444444444
MultiCloud,7,RandomForest,1,6,1,0.665,1.0
MultiCloud,7,RandomForest,1,7,0,,
MultiCloud,7,RandomForest,1,8,0,,
MultiCloud,7,RandomForest,1,9,0,,
MultiCloud,7,RandomForest,2,0,1,0.075,1.0
MultiCloud,7,RandomForest,2,1,22,0.17659090909090908,0.3181818181818182
MultiCloud,7,RandomForest,2,2,52,0.2596153846153846,0.3076923076923077
