dataset,seed,model,class_index,bin,count,mean_confidence,empirical_frequency
GoogleCluster,99,MLP,0,7,8,0.7528947796269736,0.875
GoogleCluster,99,MLP,0,8,12,0.8515834832609417,1.0
GoogleCluster,99,MLP,0,9,4580,0.998663801490768,0.9978165938864629
GoogleCluster,99,MLP,1,0,9481,0.00036157806776346843,0.00042189642442780296
GoogleCluster,99,MLP,1,1,7,0.13794673764868742,0.0
GoogleCluster,99,MLP,1,2,2,0.2698138326809993,0.0
GoogleCluster,99,MLP,1,3,1,0.3671133042323358,0.0
GoogleCluster,99,MLP,1,4,0,,
GoogleCluster,99,MLP,1,5,2,0.5366812960250801,0.0
GoogleCluster,99,MLP,1,6,26,0.6591376775115341,0.9615384615384616
GoogleCluster,99,MLP,1,7,5,0.7426099600916876,1.0
GoogleCluster,99,MLP,1,8,10,0.8514353816848471,0.4
GoogleCluster,99,MLP,1,9,2466,0.9991540644381441,0.9979724249797243
GoogleCluster,99,MLP,2,0,7099,0.0004424308186323557,0.0012677841949570363
GoogleCluster,99,MLP,2,1,6,0.16684886678343638,0.0
GoogleCluster,99,MLP,2,2,5,0.2449801321459742,0.2
GoogleCluster,99,MLP,2,3,1,0.3860752042982984,1.0
GoogleCluster,99,MLP,2,4,3,0.46874538788889847,0.0
GoogleCluster,99,MLP,2,5,1,0.5311060547698633,0.0
GoogleCluster,99,MLP,2,6,2,0.6901688191409672,0.5
GoogleCluster,99,MLP,2,7,3,0.7590824504385981,0.3333333333333333
GoogleCluster,99,MLP,2,8,4,0.8723761622620145,0.5
GoogleCluster,99,MLP,2,9,4876,0.9997025077953675,0.9979491386382281
GoogleCluster,99,LogReg,0,0,6023,0.0073234494173326165,0.015772870662460567
GoogleCluster,99,LogReg,0,1,878,0.1414165299528783,0.05125284738041002
GoogleCluster,99,LogReg,0,2,217,0.24453803719163877,0.43317972350230416
GoogleCluster,99,LogReg,0,3,140,0.34381789874255586,0.4928571428571429
GoogleCluster,99,LogReg,0,4,240,0.4524163265409545,0.7333333333333333
GoogleCluster,99,LogReg,0,5,489,0.5560529415673868,0.852760736196319
GoogleCluster,99,LogReg,0,6,366,0.6505301333714261,0.6885245901639344
GoogleCluster,99,LogReg,0,7,298,0.742829309165587,0.6644295302013423
GoogleCluster,99,LogReg,0,8,510,0.8520807453269063,0.9411764705882353
GoogleCluster,99,LogReg,0,9,2839,0.9740243645829921,0.9841493483620993
GoogleCluster,99,LogReg,1,0,7828,0.003433465162951005,0.003832396525293817
GoogleCluster,99,LogReg,1,1,413,0.14119012958234337,0.048426150121065374
GoogleCluster,99,LogReg,1,2,292,0.25723990066551655,0.1678082191780822
GoogleCluster,99,LogReg,1,3,275,0.35137809977078605,0.09818181818181818
GoogleCluster,99,LogReg,1,4,380,0.4282618422920013,0.05
GoogleCluster,99,LogReg,1,5,195,0.546510227278239,0.18974358974358974
GoogleCluster,99,LogReg,1,6,149,0.6483962963291386,0.6308724832214765
GoogleCluster,99,LogReg,1,7,274,0.7593444186572413,0.7043795620437956
GoogleCluster,99,LogReg,1,8,866,0.8577063852138578,0.930715935334873
GoogleCluster,99,LogReg,1,9,1328,0.962098935993418,0.9216867469879518
GoogleCluster,99,LogReg,2,0,6410,0.020158403244041896,0.01419656786271451
GoogleCluster,99,LogReg,2,1,657,0.1452530433899092,0.228310502283105
GoogleCluster,99,LogReg,2,2,293,0.24067740577692193,0.2150170648464164
GoogleCluster,99,LogReg,2,3,103,0.3409368663096226,0.5922330097087378
GoogleCluster,99,LogReg,2,4,33,0.4443527943897381,0.5454545454545454
GoogleCluster,99,LogReg,2,5,15,0.5344379793079577,0.6
GoogleCluster,99,LogReg,2,6,2,0.6578538011311811,1.0
GoogleCluster,99,LogReg,2,7,2,0.7546310796325644,1.0
GoogleCluster,99,LogReg,2,8,1,0.8024304781235377,1.0
GoogleCluster,99,LogReg,2,9,4484,0.9997373147623779,1.0
GoogleCluster,99,NaiveBayes,0,0,5969,0.03811410628309392,0.04020773998994807
GoogleCluster,99,NaiveBayes,0,1,420,0.12147413467210734,0.08333333333333333
GoogleCluster,99,NaiveBayes,0,2,92,0.2486035610042636,0.2826086956521739
GoogleCluster,99,NaiveBayes,0,3,40,0.36258170029672165,0.45
GoogleCluster,99,NaiveBayes,0,4,1356,0.44309559156321787,0.32595870206489674
GoogleCluster,99,NaiveBayes,0,5,44,0.5447239567059582,0.5909090909090909
GoogleCluster,99,NaiveBayes,0,6,358,0.6683631916642738,0.8296089385474861
GoogleCluster,99,NaiveBayes,0,7,48,0.7684984907672262,0.7083333333333334
GoogleCluster,99,NaiveBayes,0,8,435,0.865467517641735,0.8505747126436781
GoogleCluster,99,NaiveBayes,0,9,3238,0.9525728775777239,0.9672637430512662
GoogleCluster,99,NaiveBayes,1,0,8016,0.01703823030023898,0.013223552894211578
GoogleCluster,99,NaiveBayes,1,1,376,0.13404850161299367,0.10638297872340426
GoogleCluster,99,NaiveBayes,1,2,28,0.2574881061641168,0.0
GoogleCluster,99,NaiveBayes,1,3,172,0.3276520930383362,0.08139534883720931
GoogleCluster,99,NaiveBayes,1,4,1408,0.4443558640614022,0.5149147727272727
GoogleCluster,99,NaiveBayes,1,5,38,0.5429865608747214,0.3157894736842105
GoogleCluster,99,NaiveBayes,1,6,131,0.640116861334816,0.5801526717557252
GoogleCluster,99,NaiveBayes,1,7,792,0.7686899556312413,0.8358585858585859
GoogleCluster,99,NaiveBayes,1,8,272,0.843813775938601,0.6838235294117647
GoogleCluster,99,NaiveBayes,1,9,767,0.9751523722929497,0.8839634941329857
GoogleCluster,99,NaiveBayes,2,0,4212,0.025514901808214464,0.022792022792022793
GoogleCluster,99,NaiveBayes,2,1,3042,0.12461441097802001,0.10059171597633136
GoogleCluster,99,NaiveBayes,2,2,114,0.2256384155084172,0.21052631578947367
GoogleCluster,99,NaiveBayes,2,3,111,0.3451730892045702,0.3783783783783784
GoogleCluster,99,NaiveBayes,2,4,38,0.4599703106632127,0.10526315789473684
GoogleCluster,99,NaiveBayes,2,5,47,0.5520509138037822,0.3829787234042553
GoogleCluster,99,NaiveBayes,2,6,127,0.6539726207969585,0.6850393700787402
GoogleCluster,99,NaiveBayes,2,7,41,0.7559706559560714,1.0
GoogleCluster,99,NaiveBayes,2,8,458,0.8833162731558848,0.9890829694323144
GoogleCluster,99,NaiveBayes,2,9,3810,0.9560787204348423,1.0
GoogleCluster,2026,KATS,0,0,7374,0.00012268361652748667,0.0
GoogleCluster,2026,KATS,0,1,2,0.12394559088600454,0.5
GoogleCluster,2026,KATS,0,2,0,,
GoogleCluster,2026,KATS,0,3,1,0.3870337509084381,1.0
GoogleCluster,2026,KATS,0,4,0,,
GoogleCluster,2026,KATS,0,5,2,0.533157788355729,0.5
GoogleCluster,2026,KATS,0,6,2,0.6868048679741072,0.5
GoogleCluster,2026,KATS,0,7,2,0.73108208273353,0.5
GoogleCluster,2026,KATS,0,8,5,0.8480156839727039,1.0
GoogleCluster,2026,KATS,0,9,4612,0.9988667110520733,0.9995663486556808
GoogleCluster,2026,KATS,1,0,9498,0.00034903885605918846,0.0001052853232259423
GoogleCluster,2026,KATS,1,1,3,0.1481231493704081,0.0
GoogleCluster,2026,KATS,1,2,1,0.20807852460533402,1.0
GoogleCluster,2026,KATS,1,3,0,,
GoogleCluster,2026,KATS,1,4,0,,
GoogleCluster,2026,KATS,1,5,0,,
GoogleCluster,2026,KATS,1,6,1,0.610833519460194,0.0
GoogleCluster,2026,KATS,1,7,0,,
GoogleCluster,2026,KATS,1,8,1,0.8929053441927978,1.0
GoogleCluster,2026,KATS,1,9,2496,0.9996457054381136,1.0
GoogleCluster,2026,KATS,2,0,7113,0.00047505858682378964,0.00014058765640376775
GoogleCluster,2026,KATS,2,1,3,0.1458821571652795,0.0
GoogleCluster,2026,KATS,2,2,4,0.26185102855429765,0.5
GoogleCluster,2026,KATS,2,3,0,,
GoogleCluster,2026,KATS,2,4,1,0.48169066030300195,0.0
GoogleCluster,2026,KATS,2,5,0,,
GoogleCluster,2026,KATS,2,6,0,,
GoogleCluster,2026,KATS,2,7,0,,
GoogleCluster,2026,KATS,2,8,2,0.8658746576619343,0.5
GoogleCluster,2026,KATS,2,9,4877,0.9997704215408498,1.0
GoogleCluster,2026,LightGBM,0,0,7371,0.0001975305835365146,0.0
GoogleCluster,2026,LightGBM,0,1,2,0.14672066047762908,0.5
GoogleCluster,2026,LightGBM,0,2,2,0.2932936676881132,0.0
GoogleCluster,2026,LightGBM,0,3,0,,
GoogleCluster,2026,LightGBM,0,4,4,0.45453767336454387,0.5
GoogleCluster,2026,LightGBM,0,5,4,0.5573293218495546,0.75
GoogleCluster,2026,LightGBM,0,6,2,0.6728514035869415,0.5
GoogleCluster,2026,LightGBM,0,7,1,0.7700178908104511,1.0
GoogleCluster,2026,LightGBM,0,8,6,0.8642859982760606,1.0
GoogleCluster,2026,LightGBM,0,9,4608,0.9994878353704166,0.9995659722222222
GoogleCluster,2026,LightGBM,1,0,9500,6.868362582776535e-05,0.00010526315789473685
GoogleCluster,2026,LightGBM,1,1,1,0.14738816809823393,1.0
GoogleCluster,2026,LightGBM,1,2,0,,
GoogleCluster,2026,LightGBM,1,3,1,0.31484389234865634,0.0
GoogleCluster,2026,LightGBM,1,4,1,0.46620985339235327,0.0
GoogleCluster,2026,LightGBM,1,5,0,,
GoogleCluster,2026,LightGBM,1,6,0,,
GoogleCluster,2026,LightGBM,1,7,0,,
GoogleCluster,2026,LightGBM,1,8,0,,
GoogleCluster,2026,LightGBM,1,9,2497,0.9999393935547162,1.0
GoogleCluster,2026,LightGBM,2,0,7108,0.0002783697852390261,0.00014068655036578504
GoogleCluster,2026,LightGBM,2,1,5,0.12225587827625528,0.0
GoogleCluster,2026,LightGBM,2,2,1,0.228421508851811,0.0
GoogleCluster,2026,LightGBM,2,3,1,0.33900690294248786,1.0
GoogleCluster,2026,LightGBM,2,4,4,0.42600887908635643,0.25
GoogleCluster,2026,LightGBM,2,5,3,0.538842047204435,0.3333333333333333
GoogleCluster,2026,LightGBM,2,6,0,,
GoogleCluster,2026,LightGBM,2,7,2,0.7054579938509024,1.0
GoogleCluster,2026,LightGBM,2,8,2,0.8529641298683175,0.5
GoogleCluster,2026,LightGBM,2,9,4874,0.999723175040965,1.0
GoogleCluster,2026,XGBoost,0,0,7364,0.0007699885754846036,0.00013579576317218902
GoogleCluster,2026,XGBoost,0,1,8,0.13219717144966125,0.125
GoogleCluster,2026,XGBoost,0,2,2,0.2571215033531189,0.5
GoogleCluster,2026,XGBoost,0,3,0,,
GoogleCluster,2026,XGBoost,0,4,5,0.44514766335487366,0.4
GoogleCluster,2026,XGBoost,0,5,2,0.5292685031890869,0.5
GoogleCluster,2026,XGBoost,0,6,4,0.6586719155311584,0.5
GoogleCluster,2026,XGBoost,0,7,7,0.7622185945510864,0.8571428571428571
GoogleCluster,2026,XGBoost,0,8,12,0.8640103340148926,1.0
GoogleCluster,2026,XGBoost,0,9,4596,0.9984733462333679,0.9995648389904265
GoogleCluster,2026,XGBoost,1,0,9493,0.0001997240906348452,0.00021068155482987464
GoogleCluster,2026,XGBoost,1,1,7,0.13922026753425598,0.0
GoogleCluster,2026,XGBoost,1,2,1,0.2638489305973053,0.0
GoogleCluster,2026,XGBoost,1,3,0,,
GoogleCluster,2026,XGBoost,1,4,0,,
GoogleCluster,2026,XGBoost,1,5,0,,
GoogleCluster,2026,XGBoost,1,6,0,,
GoogleCluster,2026,XGBoost,1,7,1,0.7620792388916016,0.0
GoogleCluster,2026,XGBoost,1,8,2,0.8857321739196777,1.0
GoogleCluster,2026,XGBoost,1,9,2496,0.9991878867149353,0.9995993589743589
GoogleCluster,2026,XGBoost,2,0,7102,0.0008351204451173544,0.000140805406927626
GoogleCluster,2026,XGBoost,2,1,7,0.13363812863826752,0.0
GoogleCluster,2026,XGBoost,2,2,5,0.23748381435871124,0.2
GoogleCluster,2026,XGBoost,2,3,5,0.33416253328323364,0.4
GoogleCluster,2026,XGBoost,2,4,3,0.4757859706878662,0.3333333333333333
GoogleCluster,2026,XGBoost,2,5,3,0.5643411874771118,0.6666666666666666
GoogleCluster,2026,XGBoost,2,6,0,,
GoogleCluster,2026,XGBoost,2,7,1,0.713960587978363,1.0
GoogleCluster,2026,XGBoost,2,8,9,0.8715004324913025,0.8888888888888888
GoogleCluster,2026,XGBoost,2,9,4865,0.9992001056671143,1.0
GoogleCluster,2026,RandomForest,0,0,7339,0.0012869600763046737,0.0
GoogleCluster,2026,RandomForest,0,1,23,0.13652173913043478,0.0
GoogleCluster,2026,RandomForest,0,2,8,0.25,0.0
GoogleCluster,2026,RandomForest,0,3,6,0.3558333333333333,0.16666666666666666
GoogleCluster,2026,RandomForest,0,4,2,0.475,0.5
GoogleCluster,2026,RandomForest,0,5,8,0.536875,0.625
GoogleCluster,2026,RandomForest,0,6,13,0.6638461538461538,0.9230769230769231
GoogleCluster,2026,RandomForest,0,7,7,0.7535714285714287,1.0
GoogleCluster,2026,RandomForest,0,8,32,0.8556250000000001,1.0
GoogleCluster,2026,RandomForest,0,9,4562,0.9973158702323542,1.0
GoogleCluster,2026,RandomForest,1,0,9482,0.0007408774520143429,0.0
GoogleCluster,2026,RandomForest,1,1,14,0.14285714285714285,0.0
GoogleCluster,2026,RandomForest,1,2,1,0.29,1.0
GoogleCluster,2026,RandomForest,1,3,4,0.32999999999999996,0.25
GoogleCluster,2026,RandomForest,1,4,1,0.485,0.0
GoogleCluster,2026,RandomForest,1,5,2,0.55,0.5
GoogleCluster,2026,RandomForest,1,6,1,0.69,1.0
GoogleCluster,2026,RandomForest,1,7,4,0.7650000000000001,1.0
GoogleCluster,2026,RandomForest,1,8,9,0.8716666666666666,1.0
GoogleCluster,2026,RandomForest,1,9,2482,0.998148670427075,1.0
GoogleCluster,2026,RandomForest,2,0,7077,0.0017775893740285434,0.0
GoogleCluster,2026,RandomForest,2,1,25,0.1234,0.0
GoogleCluster,2026,RandomForest,2,2,10,0.252,0.0
GoogleCluster,2026,RandomForest,2,3,5,0.32399999999999995,0.2
GoogleCluster,2026,RandomForest,2,4,4,0.43125,0.5
GoogleCluster,2026,RandomForest,2,5,3,0.535,0.6666666666666666
GoogleCluster,2026,RandomForest,2,6,5,0.665,1.0
GoogleCluster,2026,RandomForest,2,7,5,0.757,1.0
GoogleCluster,2026,RandomForest,2,8,22,0.8629545454545454,1.0
GoogleCluster,2026,RandomForest,2,9,4844,0.9984609826589596,1.0
GoogleCluster,2026,BalancedRF,0,0,7325,0.0015187713310580205,0.0
GoogleCluster,2026,BalancedRF,0,1,29,0.1510344827586207,0.0
GoogleCluster,2026,BalancedRF,0,2,13,0.23615384615384613,0.0
GoogleCluster,2026,BalancedRF,0,3,7,0.36,0.14285714285714285
GoogleCluster,2026,BalancedRF,0,4,6,0.45916666666666667,0.5
GoogleCluster,2026,BalancedRF,0,5,6,0.5499999999999999,0.5
GoogleCluster,2026,BalancedRF,0,6,13,0.6484615384615385,0.9230769230769231
GoogleCluster,2026,BalancedRF,0,7,20,0.7585,1.0
GoogleCluster,2026,BalancedRF,0,8,53,0.8625471698113208,1.0
GoogleCluster,2026,BalancedRF,0,9,4528,0.9967667844522969,1.0
GoogleCluster,2026,BalancedRF,1,0,9476,0.0011850991979738285,0.0
GoogleCluster,2026,BalancedRF,1,1,14,0.1407142857142857,0.0
GoogleCluster,2026,BalancedRF,1,2,7,0.23500000000000001,0.14285714285714285
GoogleCluster,2026,BalancedRF,1,3,3,0.355,0.3333333333333333
GoogleCluster,2026,BalancedRF,1,4,2,0.49,0.0
GoogleCluster,2026,BalancedRF,1,5,2,0.56,0.5
GoogleCluster,2026,BalancedRF,1,6,1,0.695,1.0
GoogleCluster,2026,BalancedRF,1,7,2,0.775,1.0
GoogleCluster,2026,BalancedRF,1,8,4,0.84875,1.0
GoogleCluster,2026,BalancedRF,1,9,2489,0.9981558858979509,1.0
GoogleCluster,2026,BalancedRF,2,0,7063,0.00211666430695172,0.0
GoogleCluster,2026,BalancedRF,2,1,37,0.13000000000000003,0.0
GoogleCluster,2026,BalancedRF,2,2,11,0.23909090909090908,0.0
GoogleCluster,2026,BalancedRF,2,3,7,0.3292857142857143,0.14285714285714285
GoogleCluster,2026,BalancedRF,2,4,4,0.455,0.75
GoogleCluster,2026,BalancedRF,2,5,8,0.54125,0.875
GoogleCluster,2026,BalancedRF,2,6,1,0.675,1.0
GoogleCluster,2026,BalancedRF,2,7,18,0.7713888888888888,1.0
GoogleCluster,2026,BalancedRF,2,8,22,0.8440909090909089,1.0
GoogleCluster,2026,BalancedRF,2,9,4829,0.997751087181611,1.0
GoogleCluster,2026,MLP,0,0,7308,0.0010808996941612894,0.0019157088122605363
GoogleCluster,2026,MLP,0,1,28,0.12955318781750094,0.03571428571428571
GoogleCluster,2026,MLP,0,2,13,0.2577282312652263,0.46153846153846156
GoogleCluster,2026,MLP,0,3,20,0.3295854690547835,0.15
GoogleCluster,2026,MLP,0,4,25,0.4440228553104423,0.28
GoogleCluster,2026,MLP,0,5,23,0.5657458565902909,0.782608695652174
GoogleCluster,2026,MLP,0,6,29,0.6417540444529977,0.9655172413793104
GoogleCluster,2026,MLP,0,7,52,0.7479452959722546,0.9615384615384616
GoogleCluster,2026,MLP,0,8,37,0.8532371370646349,0.918918918918919
GoogleCluster,2026,MLP,0,9,4465,0.9973151588747394,0.9986562150055991
GoogleCluster,2026,MLP,1,0,9402,0.0003358088758360249,0.0003190810465858328
GoogleCluster,2026,MLP,1,1,8,0.13247714321810544,0.375
GoogleCluster,2026,MLP,1,2,40,0.2549855888417036,0.025
GoogleCluster,2026,MLP,1,3,22,0.3563637408986542,0.0
GoogleCluster,2026,MLP,1,4,18,0.4321871429043973,0.05555555555555555
GoogleCluster,2026,MLP,1,5,20,0.5542432875937602,0.8
GoogleCluster,2026,MLP,1,6,15,0.6702448372860288,0.8666666666666667
GoogleCluster,2026,MLP,1,7,7,0.7412737509617958,0.2857142857142857
GoogleCluster,2026,MLP,1,8,11,0.8605607606692893,0.9090909090909091
GoogleCluster,2026,MLP,1,9,2457,0.9982026894733101,0.9971509971509972
GoogleCluster,2026,MLP,2,0,7053,0.0013872341820544774,0.0008507018290089324
GoogleCluster,2026,MLP,2,1,35,0.14720175881648725,0.02857142857142857
GoogleCluster,2026,MLP,2,2,14,0.24788019234945555,0.21428571428571427
GoogleCluster,2026,MLP,2,3,10,0.3620055333213111,0.3
GoogleCluster,2026,MLP,2,4,6,0.43878227705413236,0.6666666666666666
GoogleCluster,2026,MLP,2,5,5,0.551485236215664,0.4
GoogleCluster,2026,MLP,2,6,6,0.6639150393016854,0.6666666666666666
GoogleCluster,2026,MLP,2,7,8,0.7438266282433346,0.625
GoogleCluster,2026,MLP,2,8,23,0.8768272987483556,1.0
GoogleCluster,2026,MLP,2,9,4840,0.9992564134994132,0.9979338842975206
GoogleCluster,2026,LogReg,0,0,5960,0.007553115786617277,0.016778523489932886
GoogleCluster,2026,LogReg,0,1,852,0.14185996883372848,0.03990610328638498
GoogleCluster,2026,LogReg,0,2,211,0.24464472321932618,0.3696682464454976
GoogleCluster,2026,LogReg,0,3,145,0.3473865788470499,0.3793103448275862
GoogleCluster,2026,LogReg,0,4,236,0.45243075289556756,0.7584745762711864
GoogleCluster,2026,LogReg,0,5,457,0.5538827459053522,0.862144420131291
GoogleCluster,2026,LogReg,0,6,325,0.6489272331831344,0.6215384615384615
GoogleCluster,2026,LogReg,0,7,379,0.7481848614578464,0.6886543535620053
GoogleCluster,2026,LogReg,0,8,496,0.8519271311288795,0.8770161290322581
GoogleCluster,2026,LogReg,0,9,2939,0.973763269273411,0.9806056481796529
GoogleCluster,2026,LogReg,1,0,7896,0.003795240701241222,0.004432624113475178
GoogleCluster,2026,LogReg,1,1,417,0.145074261782036,0.09352517985611511
GoogleCluster,2026,LogReg,1,2,340,0.2538044902401261,0.16470588235294117
GoogleCluster,2026,LogReg,1,3,185,0.34925494154570214,0.1837837837837838
GoogleCluster,2026,LogReg,1,4,393,0.42838926170824476,0.03307888040712468
GoogleCluster,2026,LogReg,1,5,202,0.5468190497757953,0.2376237623762376
GoogleCluster,2026,LogReg,1,6,143,0.6514521348290256,0.6713286713286714
GoogleCluster,2026,LogReg,1,7,268,0.7555557872021255,0.6865671641791045
GoogleCluster,2026,LogReg,1,8,839,0.857567961415796,0.9344457687723481
GoogleCluster,2026,LogReg,1,9,1317,0.960635588516135,0.9187547456340167
GoogleCluster,2026,LogReg,2,0,6482,0.02049774249694999,0.01959271829682197
GoogleCluster,2026,LogReg,2,1,636,0.1462027871817785,0.24213836477987422
GoogleCluster,2026,LogReg,2,2,280,0.24177033867033026,0.25
GoogleCluster,2026,LogReg,2,3,100,0.3426254729128846,0.59
GoogleCluster,2026,LogReg,2,4,50,0.4419677609032116,0.48
GoogleCluster,2026,LogReg,2,5,14,0.5267605989708801,0.6428571428571429
GoogleCluster,2026,LogReg,2,6,3,0.6321438020025291,1.0
GoogleCluster,2026,LogReg,2,7,0,,
GoogleCluster,2026,LogReg,2,8,2,0.8956933233881763,1.0
GoogleCluster,2026,LogReg,2,9,4433,0.9997435407345507,1.0
GoogleCluster,2026,NaiveBayes,0,0,5971,0.038167252374548925,0.04588846089432256
GoogleCluster,2026,NaiveBayes,0,1,418,0.11768205367445424,0.05263157894736842
GoogleCluster,2026,NaiveBayes,0,2,57,0.275134902134933,0.3684210526315789
GoogleCluster,2026,NaiveBayes,0,3,78,0.33538692898262557,0.11538461538461539
GoogleCluster,2026,NaiveBayes,0,4,1309,0.44368402225983156,0.3300229182582124
GoogleCluster,2026,NaiveBayes,0,5,75,0.5369431321194743,0.6
GoogleCluster,2026,NaiveBayes,0,6,293,0.665003608799827,0.7849829351535836
GoogleCluster,2026,NaiveBayes,0,7,81,0.7444956697455779,0.8641975308641975
GoogleCluster,2026,NaiveBayes,0,8,385,0.8641622831659088,0.8493506493506493
GoogleCluster,2026,NaiveBayes,0,9,3333,0.9530361730165645,0.9570957095709571
GoogleCluster,2026,NaiveBayes,1,0,7988,0.015912487756506347,0.017526289434151226
GoogleCluster,2026,NaiveBayes,1,1,366,0.13608835025333743,0.08743169398907104
GoogleCluster,2026,NaiveBayes,1,2,37,0.23430479107066954,0.0
GoogleCluster,2026,NaiveBayes,1,3,246,0.3342297947878297,0.0975609756097561
GoogleCluster,2026,NaiveBayes,1,4,1351,0.44771553894247057,0.5099925980754997
GoogleCluster,2026,NaiveBayes,1,5,116,0.5610292438779915,0.5431034482758621
GoogleCluster,2026,NaiveBayes,1,6,78,0.6435780865613218,0.7435897435897436
GoogleCluster,2026,NaiveBayes,1,7,734,0.7691055585520761,0.8514986376021798
GoogleCluster,2026,NaiveBayes,1,8,355,0.8390328355672494,0.6563380281690141
GoogleCluster,2026,NaiveBayes,1,9,729,0.9720753809787489,0.8710562414266118
GoogleCluster,2026,NaiveBayes,2,0,4317,0.027804867571406218,0.027333796618021773
GoogleCluster,2026,NaiveBayes,2,1,2878,0.12059209434952138,0.11362056984016679
GoogleCluster,2026,NaiveBayes,2,2,174,0.229917424787876,0.16091954022988506
GoogleCluster,2026,NaiveBayes,2,3,89,0.3560693122500853,0.3146067415730337
GoogleCluster,2026,NaiveBayes,2,4,37,0.4368463184795316,0.5405405405405406
GoogleCluster,2026,NaiveBayes,2,5,96,0.5596624016314542,0.20833333333333334
GoogleCluster,2026,NaiveBayes,2,6,148,0.6521437744543231,0.6756756756756757
GoogleCluster,2026,NaiveBayes,2,7,45,0.7388378802481602,0.6444444444444445
GoogleCluster,2026,NaiveBayes,2,8,440,0.8806636435143815,0.990909090909091
GoogleCluster,2026,NaiveBayes,2,9,3776,0.9562447787240859,0.9997351694915254
ITIncident,42,KATS,0,0,3,0.08266877083380694,0.0
ITIncident,42,KATS,0,1,533,0.17415374916161885,0.0
ITIncident,42,KATS,0,2,781,0.24296417838759005,0.0
ITIncident,42,KATS,0,3,707,0.35081200317972216,0.007072135785007072
ITIncident,42,KATS,0,4,637,0.44820945173884996,0.015698587127158554
ITIncident,42,KATS,0,5,449,0.5458873831301003,0.013363028953229399
ITIncident,42,KATS,0,6,380,0.6493958176492187,0.03684210526315789
ITIncident,42,KATS,0,7,408,0.7506192265213809,0.02696078431372549
ITIncident,42,KATS,0,8,598,0.8518039349917863,0.03678929765886288
ITIncident,42,KATS,0,9,488,0.9467480203191951,0.13934426229508196
ITIncident,42,KATS,1,0,1445,0.05044926227565937,0.021453287197231833
ITIncident,42,KATS,1,1,1375,0.1500062338774443,0.016727272727272726
ITIncident,42,KATS,1,2,1097,0.25022248579503603,0.02187784867821331
ITIncident,42,KATS,1,3,444,0.3378386810189966,0.04054054054054054
ITIncident,42,KATS,1,4,222,0.4665722070661698,0.04504504504504504
ITIncident,42,KATS,1,5,100,0.5432434729904668,0.1
ITIncident,42,KATS,1,6,230,0.6321629465832838,0.05217391304347826
ITIncident,42,KATS,1,7,70,0.739502716271385,0.38571428571428573
ITIncident,42,KATS,1,8,1,0.8091410255183795,0.0
ITIncident,42,KATS,1,9,0,,
ITIncident,42,KATS,2,0,961,0.051925081830172866,0.8699271592091571
ITIncident,42,KATS,2,1,1028,0.14850203684645727,0.914396887159533
ITIncident,42,KATS,2,2,819,0.2450044970936193,0.960927960927961
ITIncident,42,KATS,2,3,631,0.3534376884975778,0.9873217115689382
ITIncident,42,KATS,2,4,1337,0.45340811379186297,0.9738219895287958
ITIncident,42,KATS,2,5,206,0.5093293165388342,0.9854368932038835
ITIncident,42,KATS,2,6,2,0.6137027165547865,1.0
ITIncident,42,KATS,2,7,0,,
ITIncident,42,KATS,2,8,0,,
ITIncident,42,KATS,2,9,0,,
ITIncident,42,LightGBM,0,0,2706,0.02056740799020622,0.004804138950480414
ITIncident,42,LightGBM,0,1,507,0.14387002459375509,0.01972386587771203
ITIncident,42,LightGBM,0,2,350,0.2492366846955691,0.022857142857142857
ITIncident,42,LightGBM,0,3,242,0.3532003850418945,0.01652892561983471
ITIncident,42,LightGBM,0,4,190,0.4481683086322963,0.03684210526315789
ITIncident,42,LightGBM,0,5,185,0.552726991546887,0.02702702702702703
ITIncident,42,LightGBM,0,6,186,0.6511707577134157,0.053763440860215055
ITIncident,42,LightGBM,0,7,168,0.7482497324530636,0.06547619047619048
ITIncident,42,LightGBM,0,8,195,0.8522047382738848,0.08717948717948718
ITIncident,42,LightGBM,0,9,255,0.9460631351150052,0.2
ITIncident,42,LightGBM,1,0,2250,0.03704880389960287,0.010666666666666666
ITIncident,42,LightGBM,1,1,744,0.14558920755154445,0.0228494623655914
ITIncident,42,LightGBM,1,2,481,0.247365823072803,0.02079002079002079
ITIncident,42,LightGBM,1,3,435,0.34836532226059713,0.03218390804597701
ITIncident,42,LightGBM,1,4,371,0.4449007737782093,0.04851752021563342
ITIncident,42,LightGBM,1,5,413,0.5524756100830036,0.04600484261501211
ITIncident,42,LightGBM,1,6,152,0.6437190416520422,0.07894736842105263
ITIncident,42,LightGBM,1,7,64,0.7360843412947395,0.109375
ITIncident,42,LightGBM,1,8,26,0.8490431519192198,0.19230769230769232
ITIncident,42,LightGBM,1,9,48,0.9495155907350193,0.6041666666666666
ITIncident,42,LightGBM,2,0,418,0.05122585780240786,0.7559808612440191
ITIncident,42,LightGBM,2,1,302,0.14609381540926145,0.8741721854304636
ITIncident,42,LightGBM,2,2,361,0.25352078899996566,0.9168975069252078
ITIncident,42,LightGBM,2,3,437,0.35355302079236034,0.9359267734553776
ITIncident,42,LightGBM,2,4,626,0.4469855265952319,0.9648562300319489
ITIncident,42,LightGBM,2,5,515,0.5507110268681226,0.9572815533980582
ITIncident,42,LightGBM,2,6,566,0.6498427154016838,0.9770318021201413
ITIncident,42,LightGBM,2,7,471,0.7535742055276716,0.9745222929936306
